codigo	matricula	fecha_matriculacion
1448272	4553JWP	42768
1448140	3980JWP	42768
1448282	3473JWP	42768
1448288	3056JWP	42768
1448132	3346JWP	42768
1464051	5799JWP	42768
1464111	3115JWP	42768
1448276	4523JWP	42768
1464221	6599JWP	42768
1448192	9494JWN	42767
1447881	8845JWN	42767
1447893	1953JWP	42767
1448152	0562JWP	42767
1447872	4762JWM	42766
1464047	8869JWM	42766
1447916	2922JWM	42766
1447778	3163JWN	42766
1447896	2709JWM	42766
1465161	7549JWM	42766
1447901	9354JWM	42766
1447905	8997JWM	42766
1447782	3996JWN	42766
1447909	7443JWM	42766
1448307	7326JWM	42766
1447887	7436JWN	42766
1447771	2523JWM	42766
1447457	2075JWK	42765
1447485	5752JWK	42765
1447572	4465JWL	42765
1447876	7341JWL	42765
1447789	2668JWL	42765
1447329	5184JWJ	42765
1464715	6403JWL	42765
1447870	4039JWL	42765
1465784	6385JWL	42765
1447576	4874JWL	42765
1447555	0602JWM	42765
1447294	6396JWK	42762
1447550	8765JWK	42762
1447539	9020JWK	42762
1447536	9534JWK	42762
1447589	5842JWK	42762
1447545	8607JWK	42762
1447541	8432JWK	42762
1447913	8609JWK	42762
1447561	6309JWK	42762
1447482	1238JWL	42762
1464077	6258JWK	42762
1447878	1928JWK	42761
1447298	9392JWJ	42761
1447885	1075JWK	42761
1447307	1289JWK	42761
1447187	6351JWJ	42760
1447333	2734JWJ	42760
1447180	3553JWJ	42760
1447547	7626JWJ	42760
1447373	3010JWJ	42760
1447148	7392JWJ	42760
1447199	6508JWJ	42760
1447543	6570JWJ	42760
1447312	5843JWJ	42760
1447176	6863JWJ	42760
1447166	4059JWJ	42760
1447375	2901JWJ	42760
1484902	8542KFH	42759
1471386	0757JWJ	42759
1447153	7348JWH	42759
1447192	1647JWJ	42759
1447322	7806JWH	42759
1447084	3144JWH	42758
1446912	4453JWH	42758
1447196	4558JWH	42758
1446901	3261JWH	42758
1447996	4823JWH	42758
1447203	3974JWH	42758
1446862	6004JWH	42758
1446891	6880JWH	42758
1447351	5717JWH	42758
1446865	6864JWH	42758
1446838	2330JWH	42758
1447086	6254JWH	42758
1446827	1840JWH	42755
1447082	8270JWG	42755
1446886	2305JWH	42755
1447171	2303JWH	42755
1447530	8492JWG	42755
1446906	9922JWG	42755
1446870	2302JWH	42755
1447088	2278JWH	42755
1446797	7173JWG	42754
1446878	6580JWG	42754
1446881	6385JWG	42754
1446670	7207JWG	42754
1446795	7228JWG	42754
1446895	6949JWG	42754
1446859	7957JWG	42754
1446875	5099JWG	42754
1447168	6366JWG	42754
1466071	6922JWG	42754
1446576	2775JWG	42753
1446793	2815JWG	42753
1447528	9444JWF	42753
1446567	9345JWF	42753
1446565	9385JWF	42753
1446574	2730JWG	42753
1446667	8986JWF	42753
1446349	4120JWF	42752
1446508	6073JWF	42752
1446561	5214JWF	42752
1470748	7733JWF	42752
1485286	8298JWF	42752
1446586	6525JWF	42752
1446563	6245JWF	42752
1446583	6795JWF	42752
1446469	6083JWF	42752
1446370	7790JWF	42752
1446351	4220JWF	42752
1446559	5121JWF	42752
1446220	1091JWF	42751
1446357	1070JWF	42751
1446354	2180JWF	42751
1446224	2842JWF	42751
1446318	3054JWF	42751
1446570	2656JWF	42751
1446472	2601JWF	42751
1446361	1607JWF	42751
1446227	3148JWF	42751
1446368	1677JWF	42751
1446240	8246JWD	42748
1446314	0068JWF	42748
1446216	0197JWF	42748
1446229	0113JWF	42748
1446579	0355JWF	42748
1445975	3839JWD	42747
1445969	1926JWD	42747
1445901	1331JWD	42747
1506396	4497JWD	42747
1446006	2971JWD	42747
1445973	5836JWD	42747
1447080	3703JWD	42747
1445956	3566JWD	42747
1445930	1323JWD	42747
1445987	5719JWD	42747
1446627	1386JWD	42747
1446307	3247JWD	42747
1445971	1998JWD	42747
1445992	7088JWC	42746
1445967	7541JWC	42746
1445924	0920JWD	42746
1445977	7603JWC	42746
1445996	0308JWD	42746
1445981	7499JWC	42746
1446614	9871JWC	42746
1445893	9089JWC	42746
1445875	4873JWC	42745
1445886	4079JWC	42745
1445983	3986JWC	42745
1445880	4115JWC	42745
1445750	4775JWC	42745
1445889	3951JWC	42745
1445759	6903JWC	42745
1445763	6906JWC	42745
1445664	1063JWC	42744
1445653	3137JWC	42744
1445645	2330JWC	42744
1446597	3350JWC	42744
1445631	2254JWC	42744
1445660	3556JWC	42744
1445903	3568JWC	42744
1445773	1673JWC	42744
1445770	1612JWC	42744
1445643	7872JWB	42740
1445662	1022JWC	42740
1445656	8034JWB	42740
1445649	7659JWB	42740
1446311	9669JWB	42740
1445767	0911JWC	42740
1445780	9950JWB	42740
1445626	9720JWB	42740
1445621	8729JWB	42740
1445641	0881JWC	42740
1445488	7291JWB	42740
1445479	7218JWB	42740
1445628	0072JWC	42740
1445658	7949JWB	42740
1445670	7658JWB	42740
1445651	7602JWB	42740
1445575	5749JWB	42739
1445785	6921JWB	42739
1445561	3897JWB	42739
1445566	4517JWB	42739
1445568	4811JWB	42739
1445564	4500JWB	42739
1445579	6038JWB	42739
1445482	2038JWB	42739
1445493	2012JWB	42739
1448129	2529JWM	42738
1445370	0498JWB	42738
1445534	1461JWB	42738
1445581	8326JVZ	42738
1445379	8568JVZ	42738
1445382	6448JVZ	42738
1445474	6517JVZ	42738
1445384	1094JWB	42738
1445267	4605JVZ	42737
1445775	4823JVZ	42737
1445647	4830JVZ	42737
1445395	3019JVZ	42737
1445261	4202JVZ	42737
1445898	4456JVZ	42737
1445668	4855JVZ	42737
1445263	4361JVZ	42737
1445247	2998JVZ	42737
1445636	3891JVZ	42737
1445374	3002JVZ	42737
1445387	3014JVZ	42737
1445245	3006JVZ	42737
1445471	8852JVX	42734
1445187	9474JVX	42734
1445391	5370JVY	42734
1445233	3023JVY	42734
1445143	7312JVT	42734
1445285	2352JVY	42734
1445257	4061JVY	42734
1445672	1110JVX	42733
1445376	2875JVX	42733
1445173	8046JVW	42733
1523146	3084JVX	42733
1445025	4259JVW	42733
1447479	6106JVX	42733
1445745	6931JVW	42733
1445183	7439JVX	42733
1445273	7562JVW	42733
1445252	7750JVW	42733
1445178	2998JVX	42733
1445058	7909JVS	42733
1445666	8802JVW	42733
1445271	7654JVV	42732
1445078	4668JVV	42732
1445242	9761JVV	42732
1445072	9802JVV	42732
1445570	1953JVW	42732
1445068	6892JVV	42732
1445075	4591JVV	42732
1445035	8192JVV	42732
1445083	6081JVV	42732
1445096	2009JVW	42732
1445029	0381JVV	42731
1445061	8761JVT	42731
1445070	9572JVT	42731
1445259	8428JVT	42731
1445093	8573JVT	42731
1444912	4016JVT	42727
1445088	7836JVS	42727
1445065	8359JVS	42727
1445063	8077JVS	42727
1445169	3491JVT	42727
1444889	9631JVS	42727
1444910	3962JVT	42727
1445027	7392JVS	42727
1445269	7271JVS	42727
1444759	1698JVS	42726
1444761	1355JVS	42726
1444757	7054JVR	42726
1444926	3494JVS	42726
1444934	5665JVS	42726
1444955	9354JVR	42726
1444863	7925JVR	42726
1444930	0351JVS	42726
1444918	3374JVS	42726
1447163	3199JVS	42726
1444850	6766JVR	42726
1444874	9934JVR	42726
1444853	5957JVR	42726
1444940	8686JVR	42726
1444936	8013JVR	42726
1444743	8276JVP	42725
1444932	9632JVP	42725
1444938	2494JVR	42725
1445098	4007JVR	42725
1444870	9161JVP	42725
1444735	9160JVP	42725
1445123	2570JVR	42725
1444794	1595JVP	42724
1444730	6527JVP	42724
1444600	1154JVP	42724
1444510	0963JVP	42724
1444726	3508JVP	42724
1445085	4097JVP	42724
1446661	5657JVP	42724
1444739	4599JVP	42724
1444728	2823JVP	42724
1444755	6526JVP	42724
1444753	6525JVP	42724
1444439	1102JVP	42724
1444481	4634JVN	42723
1444506	5230JVN	42723
1444608	5201JVN	42723
1444868	9554JVN	42723
1444477	8797JVN	42723
1444517	6698JVN	42723
1444604	5052JVN	42723
1444833	9067JVN	42723
1444453	8998JVM	42720
1444411	4094JVN	42720
1444751	3383JVN	42720
1445091	1230JVN	42720
1445130	4039JVN	42720
1445928	4151JVN	42720
1444457	8821JVM	42720
1444407	4036JVN	42720
1444469	1294JVN	42720
1444499	2946JVN	42720
1444502	0521JVN	42720
1444922	3595JVN	42720
1444614	8451JVM	42720
1444504	2938JVN	42720
1444462	8385JVM	42720
1444409	4291JVM	42719
1444436	6340JVM	42719
1444520	6234JVM	42719
1444508	4878JVM	42719
1444402	4088JVM	42719
1444424	4483JVM	42719
1444496	4373JVM	42719
1444256	6862JVL	42718
1444027	8158JVL	42718
1444208	6629JVL	42718
1444215	6407JVL	42718
1444109	0396JVM	42718
1444228	8976JVL	42718
1444414	1483JVM	42718
1444418	0837JVM	42718
1444465	0376JVM	42718
1444099	0383JVM	42718
1444197	8573JVL	42718
1444066	0316JVM	42718
1444077	0205JVM	42718
1444117	1564JVL	42717
1443891	2185JVL	42717
1444105	3681JVL	42717
1444405	3649JVL	42717
1444115	4760JVL	42717
1443957	2200JVL	42717
1444201	4814JVL	42717
1443749	0751JVL	42717
1443904	5587JVL	42717
1443759	9780JVK	42716
1443744	8274JVK	42716
1443899	7982JVK	42716
1443742	0002JVL	42716
1443756	9960JVK	42716
1443747	9622JVK	42716
1443761	9676JVK	42716
1443724	7748JVK	42716
1443953	9490JVK	42716
1443895	7624JVK	42716
1443887	0826JVL	42716
1444017	9950JVK	42716
1443701	7439JVK	42716
1443751	9822JVK	42716
1443804	0332JVL	42716
1443768	9638JVK	42716
1443948	8909JVK	42716
1443554	2632JVK	42713
1443645	6860JVK	42713
1444400	3583JVK	42713
1443788	6025JVK	42713
1443778	6255JVK	42713
1443771	2702JVK	42713
1443845	7119JVK	42713
1443557	2545JVK	42713
1443532	1479JVK	42711
1443843	1917JVK	42711
1445289	8839JVJ	42711
1443541	1581JVK	42711
1443561	8608JVJ	42711
1443799	2400JVK	42711
1443642	8695JVJ	42711
1443573	2220JVK	42711
1443793	1515JVK	42711
1443528	1563JVK	42711
1443544	2188JVK	42711
1443623	8548JVJ	42711
1443571	2115JVK	42711
1448274	7004JVW	42711
1443775	4586JVJ	42709
1443395	5416JVJ	42709
1443579	4413JVJ	42709
1443387	5411JVJ	42709
1443568	7548JVJ	42709
1443782	4539JVJ	42709
1443475	7966JVJ	42709
1443391	6678JVJ	42709
1443389	6268JVJ	42709
1443464	7943JVJ	42709
1443452	5798JVJ	42709
1443901	5068JVJ	42709
1443428	4608JVJ	42709
1443447	3781JVJ	42706
1443164	0284JVJ	42706
1443369	9295JVH	42706
1443550	2232JVJ	42706
1443315	2213JVJ	42706
1443376	3825JVJ	42706
1443318	5419JVH	42705
1443208	8657JVH	42705
1443405	9111JVH	42705
1443920	5152JVH	42705
1442997	8793JVF	42704
1444732	0742JVH	42704
1443205	5611JVG	42704
1443026	2308JVG	42704
1443009	5919JVF	42704
1443033	6561JVF	42704
1443065	4142JVD	42703
1442905	3319JVF	42703
1442888	0413JVF	42703
1444611	3317JVF	42703
1442936	4162JVD	42703
1443047	4216JVD	42703
1443014	9181JVD	42703
1442939	3013JVF	42703
1443040	4549JVD	42703
1442933	7142JVC	42702
1443302	9173JVC	42702
1442927	8122JVC	42702
1443029	1073JVD	42702
1442910	7168JVC	42702
1442797	8279JVC	42702
1442924	3363JVD	42702
1442802	8315JVC	42702
1442929	9377JVC	42702
1442919	0853JVD	42702
1442649	6742JVC	42699
1442644	4956JVC	42699
1442808	3709JVC	42699
1442915	6373JVC	42699
1443335	6873JVB	42698
1442568	6503JVB	42698
1443200	6514JVB	42698
1443234	6865JVB	42698
1442642	3029JVB	42698
1442573	9931JTZ	42697
1442455	8952JTZ	42697
1442460	7266JTZ	42697
1442412	1087JTZ	42696
1442457	1658JTZ	42696
1442500	5060JTZ	42696
1442380	2932JTZ	42696
1442119	0502JTY	42696
1442367	5637JTZ	42696
1442419	3305JTZ	42696
1442450	1529JTZ	42696
1442452	3424JTZ	42696
1442369	5763JTZ	42696
1442494	5314JTZ	42696
1442430	3343JTZ	42696
1442414	1446JTZ	42696
1442556	4099JTZ	42696
1442470	9202JTY	42695
1442560	8986JTY	42695
1442405	8792JTY	42695
1442111	8016JTY	42695
1442121	9901JTY	42695
1442267	8079JTY	42695
1442446	8012JTY	42695
1442804	8084JTY	42695
1442441	8076JTY	42695
1442400	9256JTY	42695
1442128	0617JTY	42692
1442135	0729JTY	42692
1442010	4642JTX	42691
1441836	7604JTX	42691
1444006	4800JTX	42691
1441930	8709JTX	42691
1442755	8653JTX	42691
1441842	4032JTX	42691
1442638	4704JTX	42691
1442762	5991JTX	42691
1441707	9924JTW	42690
1441936	1486JTX	42690
1441691	8689JTW	42690
1441791	9199JTW	42690
1441722	2447JTX	42690
1441572	5293JTW	42689
1441623	6980JTW	42689
1441954	5962JTW	42689
1441575	4040JTW	42689
1441845	5961JTW	42689
1441977	5790JTW	42689
1441616	5970JTW	42689
1441620	5762JTW	42689
1441578	8195JTW	42689
1441387	9339JTV	42688
1441704	0026JTW	42688
1441361	3423JTW	42688
1441699	2874JTW	42688
1441366	9353JTV	42688
1442897	9324JTV	42688
1441435	2935JTW	42688
1441697	2492HNN	42688
1441403	9399JTV	42688
1441411	9805JTV	42688
1441432	4601JTV	42685
1441323	7611JTV	42685
1441327	6032JTV	42685
1469384	6234JTV	42685
1441407	4418JTV	42685
1441084	1588JTV	42684
1441632	1763JTV	42684
1441151	3679JTV	42684
1441135	3624JTV	42684
1441107	5238JTT	42682
1441013	4989JTT	42682
1441626	4004JTT	42682
1441147	0699JTT	42682
1441039	3783JTT	42682
1441331	3997JTT	42682
1441370	4445JTT	42682
1441022	1197JTT	42682
1441375	4138JTT	42682
1441028	8353JTS	42681
1441019	7169JTS	42681
1440960	7223JTS	42681
1441032	8729JTS	42681
1441086	8207JTS	42681
1440987	9686JTS	42681
1441043	9976JTS	42681
1441047	8187JTS	42681
1441035	9826JTS	42681
1441145	9866JTS	42681
1440958	2359JTS	42678
1440777	3490JTS	42678
1480972	4380JTS	42678
1440956	1972JTS	42678
1440722	6841JTR	42677
1441131	1096JTS	42677
1440699	7150JTR	42677
1440703	7205JTR	42677
1440726	7810JTR	42677
1441037	5393JTR	42676
1440589	5422JTR	42676
1440683	6172JTR	42676
1441422	6664JTP	42674
1441128	6411JTP	42674
1440583	3680JTN	42671
1440319	5334JTN	42671
1440573	8343JTM	42671
1440355	1506JTN	42671
1440593	7458JTM	42671
1440688	4511JTN	42671
1440345	7299JTN	42671
1440192	9357JTL	42670
1440415	3745JTM	42670
1440382	8809JTL	42670
1440335	5423JTM	42670
1440569	2225JTM	42670
1440017	6525JTL	42669
1440120	5068JTL	42669
1440208	6976JTL	42669
1440694	2634JTL	42669
1440020	4643JTL	42669
1440412	6290JTL	42669
1440035	2318JTL	42669
1440197	6486JTL	42669
1440060	6383JTL	42669
1440057	4100JTL	42669
1440054	2742JTL	42669
1440063	5512JTL	42669
1440038	5186JTK	42668
1439990	7534JTK	42668
1440000	9723JTK	42668
1440066	8182JTK	42668
1440002	5446JTK	42668
1440096	8469JTK	42668
1440022	7749JTK	42668
1440410	6688JTK	42668
1440027	7642JTK	42668
1440050	5549JTK	42668
1439807	5017JTK	42668
1440070	5396JTK	42668
1440045	5473JTK	42668
1439799	3549JTK	42667
1439998	0197JTK	42667
1440031	1251JTK	42667
1439658	9509JTJ	42667
1439785	2153JTK	42667
1440024	2147JTK	42667
1439988	0361JTK	42667
1439996	0285JTK	42667
1439779	0103JTK	42667
1439993	0249JTK	42667
1439790	2144JTK	42667
1439510	3820JTJ	42664
1440347	4482JTJ	42664
1439499	3931JTJ	42664
1439507	3868JTJ	42664
1439796	6798JTJ	42664
1439793	6795JTJ	42664
1439932	4407JTJ	42664
1439469	2359JTJ	42663
1439404	9132JTH	42663
1439479	9028JTH	42663
1439474	2426JTJ	42663
1440029	0399JTJ	42663
1439516	2223JTJ	42663
1439809	2001JTJ	42663
1439519	8152JTH	42663
1439776	9717JTH	42663
1439482	6933JTH	42663
1440489	9880JTH	42663
1439804	7210JTH	42663
1439663	0220JTJ	42663
1439502	9967JTH	42663
1439323	8288JTH	42663
1439348	4358JTH	42662
1439492	2308JTH	42662
1439352	4624JTH	42662
1439354	4663JTH	42662
1439340	3775JTH	42662
1439419	6998JTG	42661
1439158	0887JTH	42661
1439801	1203JTH	42661
1439361	6700JTG	42661
1439350	9579JTG	42661
1439783	9561JTG	42661
1439161	0978JTH	42661
1439344	6134JTG	42660
1438859	2879JTG	42660
1439047	3851JTG	42660
1439155	5757JTG	42660
1439356	3421JTG	42660
1439027	4458JTG	42660
1439019	3434JTG	42660
1439022	5532JTG	42660
1438987	2376JTG	42660
1440349	1466JTG	42657
1439037	1303JTG	42657
1439342	1448JTG	42657
1439512	0865JTG	42657
1439033	1189JTG	42657
1439003	9234JTF	42657
1439523	6198JTF	42656
1439017	5105JTF	42656
1439009	6237JTF	42656
1438994	6516JTF	42656
1438738	4865JTF	42656
1438996	3035JTF	42656
1439044	6182JTF	42656
1438645	9339JTD	42654
1439039	9731JTD	42654
1438637	1971JTF	42654
1438658	9898JTD	42654
1438629	9461JTD	42654
1438639	2040JTF	42654
1438764	0042JTF	42654
1438635	9267JTD	42654
1438670	2096JTF	42654
1438500	5790JTD	42653
1438548	5553JTD	42653
1438642	7197JTD	42653
1438478	3600JTD	42650
1438653	9617JTC	42650
1438470	1242JTD	42650
1438424	1278JTD	42650
1438447	0193JTD	42650
1438631	2068JTD	42650
1438551	2619JTD	42650
1438663	1458JTD	42650
1438459	4785JTC	42649
1438184	1336JTB	42649
1438443	7229JTC	42649
1438449	7181JTC	42649
1438451	7049JTC	42649
1438476	5156JTC	42649
1438480	2562JTC	42648
1438257	3249JTC	42648
1438138	1839JTC	42648
1438150	1930JTC	42648
1438649	3540JTC	42648
1438666	1851JTC	42648
1438349	3423JTC	42648
1444589	4374JTC	42648
1438214	7199JTB	42647
1438240	6317JTB	42647
1438180	6481JTB	42647
1438242	6540JTB	42647
1440713	5599JTP	42647
1438244	6588JTB	42647
1438226	8113JTB	42647
1438354	9316JTB	42647
1440566	9144JTN	42646
1438197	2485JTB	42646
1438191	5519JTB	42646
1438119	3261JTB	42646
1438200	2542JTB	42646
1440580	5289JTP	42646
1438114	4847JTB	42646
1438017	5966JTB	42646
1438153	5965JTB	42646
1438021	3934JTB	42646
1437949	4038JTB	42646
1438111	4068JTB	42646
1438102	2738JTB	42646
1440487	2608JTP	42646
1438247	5746JTB	42646
1438025	5989JTB	42646
1439651	8849JSY	42643
1437870	4210JSZ	42643
1437801	1983JSZ	42643
1438647	7212JSX	42642
1438066	7173JSY	42642
1437783	7216JSX	42642
1437955	0055JSY	42642
1438360	3503JSY	42642
1437663	6709JSX	42642
1437941	7314JSX	42642
1438144	1864JSY	42642
1438756	7375JSX	42642
1437933	1481JSY	42642
1486157	4550JSX	42641
1437778	8874JSW	42641
1437857	8811JSW	42641
1438219	8205JSW	42641
1437772	7091JSW	42640
1437577	1947JSW	42640
1437697	1966JSW	42640
1437500	5866JSW	42640
1437938	4308JSW	42640
1437573	7678JSW	42640
1437653	2621JSW	42640
1437623	4312JSW	42640
1437638	3912JSW	42640
1437862	2110JSW	42640
1437669	0124JSW	42639
1438013	9986JSV	42639
1437951	9994JSV	42639
1437460	9417JSV	42639
1437953	7557JSV	42639
1437468	8689JSV	42639
1437930	8683JSV	42639
1438340	6524JSV	42636
1437924	6498JSV	42636
1437629	3605JSV	42636
1437450	6465JSV	42636
1437456	5991JSV	42636
1437462	3813JSV	42636
1437464	3603JSV	42636
1437458	4633JSV	42636
1437575	5978JSV	42636
1437255	6203JST	42635
1437303	9525JST	42635
1437853	8364JST	42635
1438206	6766JST	42635
1437185	8642JST	42635
1437247	6332JST	42635
1437579	6162JST	42635
1437128	9359JST	42635
1437571	6039JST	42635
1437257	6123JST	42635
1437569	6072JST	42635
1437242	6255JST	42635
1436848	3289JSS	42634
1437089	0714JST	42634
1437085	2488JST	42634
1437229	4835JST	42634
1437265	2641JST	42634
1437102	1120JST	42634
1437268	3877JST	42634
1437234	4960JST	42634
1437764	4489JST	42634
1437240	4465JST	42634
1436911	0430JST	42634
1437466	4041JST	42634
1437454	0066JST	42634
1436951	1103JST	42634
1437452	0102JST	42634
1437116	9695JSS	42633
1437083	5921JSS	42633
1437120	6769JSS	42633
1437699	6833JSS	42633
1437263	5874JSS	42633
1437259	9217JSS	42633
1437695	9234JSS	42633
1437118	1970JSS	42632
1437261	4508JSS	42632
1436855	4985JSS	42632
1436840	1905JSS	42632
1437114	3575JSS	42632
1437097	1827JSS	42632
1437112	4154JSS	42632
1436857	4930JSS	42632
1436750	1392JSS	42629
1436753	1398JSS	42629
1437211	1019JSS	42629
1436838	7535JSR	42629
1436747	0962JSS	42629
1436631	7146JSR	42629
1437095	9147JSR	42629
1437237	7402JSR	42629
1436834	3334JSR	42628
1437108	3337JSR	42628
1437105	3338JSR	42628
1436479	4323JSP	42628
1436830	3346JSR	42628
1436850	2806JSR	42628
1436648	5243JSR	42628
1436739	1818JSR	42628
1437092	5508JSR	42628
1436768	4014JSR	42628
1436736	7593JSP	42627
1436311	1182JSP	42627
1436460	9560JSP	42627
1436506	0964JSR	42627
1436502	1019JSR	42627
1436836	8348JSP	42627
1436455	7552JSP	42627
1437110	5160JSP	42626
1436369	4212JSP	42626
1436493	3495JSP	42626
1436337	3273JSP	42626
1436842	6255JSP	42626
1436832	4329JSP	42626
1436485	4319JSP	42626
1437643	3813JSP	42626
1436636	3588JSP	42626
1436728	0415JSP	42625
1437100	0512JSP	42625
1436472	2587JSP	42625
1436508	2905JSP	42625
1436724	0444JSP	42625
1436419	0841JSP	42625
1436646	1881JSP	42625
1436511	9850JSN	42622
1436302	9793JSN	42622
1436186	6210JSN	42622
1436319	8368JSN	42622
1436267	7931JSN	42622
1436514	8827JSN	42622
1436194	5640JSN	42621
1436204	5788JSN	42621
1436732	5108JSN	42621
1436297	4217JSN	42621
1436304	6130JSN	42621
1436191	5415JSN	42621
1436201	3081JSN	42621
1436294	3163JSN	42621
1436110	9344JSM	42620
1436121	2364JSN	42620
1436114	0849JSN	42620
1436103	9996JSM	42620
1436116	9232JSM	42620
1436112	9265JSM	42620
1436080	5228JSM	42619
1436076	8543JSM	42619
1436119	5311JSM	42619
1436458	8240JSM	42619
1436091	6342JSM	42619
1436078	6279JSM	42619
1436094	6458JSM	42619
1436197	4591JSM	42618
1435946	2668JSM	42618
1435942	2686JSM	42618
1484916	7604KFJ	42615
1435940	9942JSL	42615
1435804	8511JSL	42615
1486246	9714JSL	42615
1435944	8921JSL	42615
1435806	7363JSL	42614
1435802	6436JSL	42614
1435869	6477JSL	42614
1435886	5122JSL	42614
1436164	4970JSL	42614
1435884	5069JSL	42614
1435442	4359JSJ	42611
1435456	3195JSJ	42611
1435440	6730JSJ	42611
1435414	2224JSJ	42608
1435421	8906JSH	42608
1435426	0779JSJ	42608
1435400	0473JSJ	42608
1435431	8898JSH	42608
1435453	9541JSH	42608
1435459	9487JSH	42608
1435424	8894JSH	42608
1435447	6674JSH	42607
1435390	5604JSH	42607
1435398	1954JSH	42606
1435368	0936JSH	42606
1435651	8989JSG	42605
1435287	8352JSG	42605
1435290	7648JSG	42605
1435295	8995JSG	42605
1435270	7813JSG	42605
1435211	7511JSG	42605
1435201	5279JSG	42604
1435236	6485JSG	42604
1435302	6025JSG	42604
1435309	3194JSG	42601
1435284	2822JSG	42601
1435057	1283JSG	42600
1435205	0261JSG	42600
1435064	1178JSG	42600
1434978	8080JSF	42599
1434992	8417JSF	42599
1435208	3536JSF	42598
1434941	3896JSF	42598
1434939	5280JSF	42598
1434935	3737JSF	42598
1434995	5190JSF	42598
1435297	3963JSF	42598
1435292	3962JSF	42598
1435300	3519JSF	42598
1434932	3428JSF	42598
1434826	0303JSF	42594
1434981	1865JSF	42594
1434715	6795JSD	42593
1434691	7640JSD	42593
1434729	0976JSD	42592
1434583	1069JSD	42592
1434621	0083JSD	42591
1434629	0030JSD	42591
1434626	4641JSC	42590
1436074	9606JSK	42590
1434828	4397JSC	42590
1434962	5841JSC	42590
1434975	4560JSC	42590
1434749	4712JSC	42590
1435976	9952JSK	42588
1434504	1575JSC	42587
1434708	1573JSC	42587
1434646	3109JSC	42587
1434515	6274JSB	42586
1434500	6676JSB	42586
1434632	8541JSB	42586
1434434	1221JSB	42585
1434437	1200JSB	42585
1434648	4331JSB	42585
1434508	1284JSB	42585
1434412	1198JSB	42585
1434624	5944JRZ	42584
1434202	5178JRZ	42584
1434282	6931JRZ	42584
1434370	5134JRZ	42584
1435790	0168JSL	42584
1434380	7100JRZ	42584
1434378	7571JRZ	42584
1434382	6669JRZ	42584
1434636	7051JRZ	42584
1434511	6485JRZ	42584
1434272	6307JRZ	42584
1435641	4201JSK	42583
1434167	4457JRZ	42583
1434196	0729JRZ	42583
1434185	4321JRZ	42583
1434199	0689JRZ	42583
1434867	3050JRZ	42583
1434104	0752JRZ	42583
1434101	3592JRX	42580
1434376	8403JRX	42580
1434221	3430JRX	42580
1434520	3896JRX	42580
1433879	5095JRT	42580
1433883	7543JRT	42580
1434161	6415JRX	42580
1434218	9920JRX	42580
1433885	7659JRT	42580
1433881	5631JRV	42580
1433877	6923JRV	42580
1434763	3515JRX	42580
1434468	4419JRX	42580
1434216	0159JRY	42580
1433964	2524JRW	42579
1434128	8921JRW	42579
1434099	5729JRW	42579
1434713	1852JRW	42579
1434746	2158JRW	42579
1435314	3490JRW	42579
1434092	5872JRW	42579
1433996	1945JRW	42579
1434415	2532JRW	42579
1434214	1892JRW	42579
1434090	7684JRW	42579
1434027	2224JRW	42579
1434006	8059JRW	42579
1434619	7132JRV	42578
1434224	7785JRV	42578
1433908	2625JRV	42578
1434756	2399JRV	42578
1434384	6131JRV	42578
1434074	3296JRV	42578
1434163	6154JRV	42578
1434011	7661JRV	42578
1433875	6593JRV	42578
1433991	4725JRV	42578
1434388	6312JRV	42578
1434085	6488JRT	42577
1433902	4769JRT	42577
1434096	0980JRV	42577
1433915	1283JRV	42577
1434717	7613JRT	42577
1434083	7639JRT	42577
1435361	1334JRV	42577
1434555	5169JRT	42577
1434557	5454JRT	42577
1433935	9183JRS	42573
1434174	4975JRS	42573
1433778	0051JRT	42573
1433906	9533JRS	42573
1433771	3847JRS	42573
1434192	0717JRT	42573
1433813	4326JRS	42573
1433897	9338JRS	42573
1434242	4209JRS	42573
1433769	3803JRS	42573
1433724	4712JRS	42573
1433931	0177JRT	42573
1433774	9074JRS	42573
1433900	4394JRS	42573
1433928	6565JRS	42573
1433815	6078JRR	42572
1434116	6466JRR	42572
1433650	6055JRR	42572
1433891	9664JRR	42572
1433711	9476JRR	42572
1433776	6543JRR	42572
1433895	6897JRR	42572
1433660	6313JRR	42572
1433652	9250JRP	42571
1433644	5320JRR	42571
1433630	2823JRR	42571
1433639	2131JRR	42571
1434758	3070JRR	42571
1433634	1979JRR	42571
1433658	2923JRR	42571
1433444	0727JRP	42571
1433467	2523JRP	42570
1433556	2321JRP	42570
1434152	2881JRP	42570
1433893	5092JRP	42570
1433654	2285JRP	42570
1441416	3232JTS	42570
1433637	8211JRP	42570
1433646	2399JRP	42570
1433664	7517JRN	42569
1433490	0617JRP	42569
1485969	1508KFR	42569
1433472	9403JRN	42569
1433423	9357JRN	42569
1433427	9363JRN	42569
1433648	1031JRP	42569
1433475	0725JRP	42569
1433463	1467JRP	42569
1433425	9371JRN	42569
1433258	8973JPT	42568
1433480	8588JRM	42566
1433436	9496JRM	42566
1433304	5279JRM	42565
1433429	7995JRM	42565
1433421	7835JRM	42565
1433431	8136JRM	42565
1433340	3150JRM	42564
1433269	4890JRM	42564
1433263	3521JRM	42564
1433247	3841JRM	42564
1434430	3036JRM	42564
1433662	8326JRL	42563
1433292	3941JRL	42563
