Codigo	Matricula	Fecha Matriculacion	Marca	Modelo	Tipo	Variante	Clasificacion medioambiental	Combustible	Cilindrada	Potencia	Numero de Plazas	Fecha inicio de prestacion del servicio de taxi	Eurotaxi	Regimen Especial de Eurotaxi	Fecha inicio Regimen Especial Eurotaxi	Fecha fin Regimen Especial Eurotaxi	Fecha
1429813	4724JPM	6/6/16	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	8/6/16	NO	NO			3/11/18
1429944	6843JPL	3/6/16	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	9/6/16	NO	NO			3/11/18
1429607	7527JPL	3/6/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	7/6/16	NO	NO			3/11/18
1429397	2081JPM	3/6/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	6/6/16	NO	NO			3/11/18
1429323	7909JPL	3/6/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	3/6/16	NO	NO			3/11/18
1430320	9669JPL	3/6/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	14/6/16	NO	NO			3/11/18
1429719	8340JPL	3/6/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	8/6/16	NO	NO			3/11/18
1429599	7155JPL	3/6/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	7/6/16	NO	NO			3/11/18
1429603	7284JPL	3/6/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	7/6/16	NO	NO			3/11/18
1429302	9760JPK	2/6/16	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	3/6/16	NO	NO			3/11/18
1429267	4781JPL	2/6/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	3/6/16	NO	NO			3/11/18
1429610	9856JPK	2/6/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	7/6/16	NO	NO			3/11/18
1429612	3887JPL	2/6/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	7/6/16	NO	NO			3/11/18
1429401	0453JPL	2/6/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	6/6/16	NO	NO			3/11/18
1429596	0188JPL	2/6/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	7/6/16	NO	NO			3/11/18
1429958	2620JPL	2/6/16	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	9/6/16	NO	NO			3/11/18
1429404	0343JPL	2/6/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	6/6/16	NO	NO			3/11/18
1429306	5795JPL	2/6/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	3/6/16	NO	NO			3/11/18
1430093	0552JPL	2/6/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	10/6/16	NO	NO			3/11/18
1429127	0006JPL	2/6/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2/6/16	NO	NO			3/11/18
1429717	9757JPK	2/6/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	8/6/16	NO	NO			3/11/18
1429949	2562JPL	2/6/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	9/6/16	NO	NO			3/11/18
1429304	4292JPK	1/6/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	3/6/16	NO	NO			3/11/18
1429298	7474JPK	1/6/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	3/6/16	NO	NO			3/11/18
1429058	6914JPK	1/6/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2/6/16	NO	NO			3/11/18
1429394	8193JPK	1/6/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	6/6/16	NO	NO			3/11/18
1429308	4387JPK	1/6/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	3/6/16	NO	NO			3/11/18
1429116	7632JPK	1/6/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2/6/16	NO	NO			3/11/18
1429310	9091JPK	1/6/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	3/6/16	NO	NO			3/11/18
1429090	2520JPK	31/5/16	CITROEN	C4 PICASSO	3	3DBHZ*	C	DIESEL	1560	88	5	2/6/16	NO	NO			3/11/18
1429062	2530JPK	31/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	2/6/16	NO	NO			3/11/18
1429079	5489JPJ	31/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2/6/16	NO	NO			3/11/18
1429107	6842JPJ	31/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2/6/16	NO	NO			3/11/18
1429119	6914JPJ	31/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2/6/16	NO	NO			3/11/18
1428743	6239JPH	31/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	31/5/16	NO	NO			3/11/18
1429072	6985JPJ	31/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2/6/16	NO	NO			3/11/18
1428892	6260JPH	31/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	1/6/16	NO	NO			3/11/18
1428902	4444JPG	30/5/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	1/6/16	NO	NO			3/11/18
1428730	4256JPH	30/5/16	CITROEN	C4 PICASSO	3	3DBHZ*	C	DIESEL	1560	88	5	31/5/16	NO	NO			3/11/18
1429098	8647JPG	30/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	2/6/16	NO	NO			3/11/18
1428710	9445JPG	30/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	31/5/16	NO	NO			3/11/18
1429094	8351JPG	30/5/16	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2/6/16	NO	NO			3/11/18
1429104	8354JPG	30/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2/6/16	NO	NO			3/11/18
1428699	4924JPG	30/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	31/5/16	NO	NO			3/11/18
1428900	4317JPG	30/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	1/6/16	NO	NO			3/11/18
1428898	4150JPG	30/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	1/6/16	NO	NO			3/11/18
1428738	8405JPF	27/5/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	31/5/16	NO	NO			3/11/18
1429064	9585JPF	27/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	2/6/16	NO	NO			3/11/18
1428627	0307JPG	27/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	30/5/16	NO	NO			3/11/18
1428755	3881JPF	27/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	31/5/16	NO	NO			3/11/18
1428615	3633JPF	27/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	30/5/16	NO	NO			3/11/18
1428826	7028JPF	27/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	31/5/16	NO	NO			3/11/18
1428630	2934JPG	27/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	30/5/16	NO	NO			3/11/18
1428736	2075JPG	27/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	31/5/16	NO	NO			3/11/18
1428702	3496JPG	27/5/16	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	31/5/16	NO	NO			3/11/18
1428697	1045JPG	27/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	31/5/16	NO	NO			3/11/18
1428704	1035JPG	27/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	31/5/16	NO	NO			3/11/18
1428706	2571JPG	27/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	31/5/16	NO	NO			3/11/18
1428633	2262JPG	27/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	30/5/16	NO	NO			3/11/18
1428636	6140JPD	26/5/16	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	30/5/16	NO	NO			3/11/18
1428708	0397JPF	26/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	31/5/16	NO	NO			3/11/18
1430775	9587JLW	26/5/16	RENAULT	RENAULT KANGOO TPMR	KW	KWB6	B	DIESEL	1461	81	5 + 1 PMR	20/6/16	SI	SI	23/6/16	7/4/21	3/11/18
1428512	5297JPD	26/5/16	RENAULT	RENAULT KANGOO TPMR	KW	KWB6	B	DIESEL	1461	81	5 + 1 PMR	27/5/16	SI	SI	18/7/16	7/4/21	3/11/18
1428623	4688JPD	26/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	30/5/16	NO	NO			3/11/18
1428600	9206JPD	26/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	30/5/16	NO	NO			3/11/18
1428741	3031JPF	26/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	31/5/16	NO	NO			3/11/18
1428621	4507JPD	26/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	30/5/16	NO	NO			3/11/18
1428625	2103JPF	26/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	30/5/16	NO	NO			3/11/18
1428617	4584JPD	26/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	30/5/16	NO	NO			3/11/18
1428279	1948JPD	25/5/16	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	26/5/16	NO	NO			3/11/18
1428486	1257JPD	25/5/16	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	27/5/16	NO	NO			3/11/18
1428619	2993JPD	25/5/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	30/5/16	NO	NO			3/11/18
1428246	6895JPC	25/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	26/5/16	NO	NO			3/11/18
1428263	6769JPC	25/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	26/5/16	NO	NO			3/11/18
1428503	2827JPD	25/5/16	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	27/5/16	NO	NO			3/11/18
1428910	3140JPD	25/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	1/6/16	NO	NO			3/11/18
1428592	1515JPD	25/5/16	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	30/5/16	NO	NO			3/11/18
1429070	2932JPD	25/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2/6/16	NO	NO			3/11/18
1428446	9208JPC	25/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	27/5/16	NO	NO			3/11/18
1428266	1876JPD	25/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	26/5/16	NO	NO			3/11/18
1429110	1880JPD	25/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2/6/16	NO	NO			3/11/18
1428905	0396JPD	25/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	1/6/16	NO	NO			3/11/18
1428596	9596JPC	25/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	30/5/16	NO	NO			3/11/18
1428268	9720JPC	25/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	26/5/16	NO	NO			3/11/18
1428257	8263JPC	25/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	26/5/16	NO	NO			3/11/18
1428478	6956JPC	25/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	27/5/16	NO	NO			3/11/18
1428253	8854JPB	24/5/16	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	26/5/16	NO	NO			3/11/18
1428134	3534JPC	24/5/16	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	25/5/16	NO	NO			3/11/18
1428484	3866JPC	24/5/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	27/5/16	NO	NO			3/11/18
1428281	8694JPB	24/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	26/5/16	NO	NO			3/11/18
1428159	9169JPB	24/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	25/5/16	NO	NO			3/11/18
1428255	8578JPB	24/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	26/5/16	NO	NO			3/11/18
1428489	2756JPC	24/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	27/5/16	NO	NO			3/11/18
1428243	8488JPB	24/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	26/5/16	NO	NO			3/11/18
1428924	4729JPB	23/5/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	1/6/16	NO	NO			3/11/18
1428151	3896JPB	23/5/16	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	25/5/16	NO	NO			3/11/18
1429074	6195JPB	23/5/16	NISSAN	NISSAN LEAF 30 kW	ZE0	A	0	ELECTRICO	0	80	5	2/6/16	NO	NO			3/11/18
1428154	3964JPB	23/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	25/5/16	NO	NO			3/11/18
1428275	4537JPB	23/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	26/5/16	NO	NO			3/11/18
1427803	9204JNY	23/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	23/5/16	NO	NO			3/11/18
1427979	4105JPB	23/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	24/5/16	NO	NO			3/11/18
1427813	9879JNZ	20/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	23/5/16	NO	NO			3/11/18
1428166	8001JNZ	20/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	25/5/16	NO	NO			3/11/18
1427663	6348JNZ	20/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	20/5/16	NO	NO			3/11/18
1427808	9586JNZ	20/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	23/5/16	NO	NO			3/11/18
1427944	9123JNZ	20/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	24/5/16	NO	NO			3/11/18
1427815	6757JNZ	20/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	23/5/16	NO	NO			3/11/18
1427951	9121JNZ	20/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	24/5/16	NO	NO			3/11/18
1427937	6212JNZ	20/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	24/5/16	NO	NO			3/11/18
1428259	5144JNZ	19/5/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	26/5/16	NO	NO			3/11/18
1428498	0632JNZ	19/5/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	27/5/16	NO	NO			3/11/18
1427637	4856JNZ	19/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	20/5/16	NO	NO			3/11/18
1427588	1801JNZ	19/5/16	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	20/5/16	NO	NO			3/11/18
1427941	1157JNZ	19/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	24/5/16	NO	NO			3/11/18
1427646	3592JNZ	19/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	20/5/16	NO	NO			3/11/18
1427801	9309JNY	19/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	23/5/16	NO	NO			3/11/18
1427536	2763JNY	18/5/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	19/5/16	NO	NO			3/11/18
1427805	2034JNY	18/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	23/5/16	NO	NO			3/11/18
1427534	4170JNY	18/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	19/5/16	NO	NO			3/11/18
1427546	8060JNY	18/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	19/5/16	NO	NO			3/11/18
1427817	7837JNY	18/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	23/5/16	NO	NO			3/11/18
1427611	3282JNY	18/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	20/5/16	NO	NO			3/11/18
1427532	4816JNY	18/5/16	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	19/5/16	NO	NO			3/11/18
1427463	4918JNY	18/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	19/5/16	NO	NO			3/11/18
1427615	2950JNY	18/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	20/5/16	NO	NO			3/11/18
1427656	3121JNY	18/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	20/5/16	NO	NO			3/11/18
1427794	2870JNY	18/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	23/5/16	NO	NO			3/11/18
1427659	7272JNX	17/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	20/5/16	NO	NO			3/11/18
1427988	0134JNY	17/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	24/5/16	NO	NO			3/11/18
1427498	7372JNX	17/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	19/5/16	NO	NO			3/11/18
1427445	8958JNX	17/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	19/5/16	NO	NO			3/11/18
1427354	8107JNX	17/5/16	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	18/5/16	NO	NO			3/11/18
1427128	9450JNW	13/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	17/5/16	NO	NO			3/11/18
1427177	2734JNX	13/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	17/5/16	NO	NO			3/11/18
1427492	1449JNX	13/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	19/5/16	NO	NO			3/11/18
1427350	9343JNW	13/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	18/5/16	NO	NO			3/11/18
1429569	1048JNX	13/5/16	NISSAN	NISSAN LEAF 30 kW	ZE0	A	0	ELECTRICO	0	80	5	7/6/16	NO	NO			3/11/18
1427168	9566JNW	13/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	17/5/16	NO	NO			3/11/18
1427133	1039JNX	13/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	17/5/16	NO	NO			3/11/18
1427648	1737JNX	13/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	20/5/16	NO	NO			3/11/18
1426824	2750JNW	12/5/16	CITROEN	C4 PICASSO	3	3DBHY*	C	DIESEL	1560	73	5	12/5/16	NO	NO			3/11/18
1426975	7132JNW	12/5/16	CITROEN	CITROEN GC4 PICASSO	3	3EBHZ*	C	DIESEL	1560	88	5	13/5/16	NO	NO			3/11/18
1426978	3255JNW	12/5/16	CITROEN	CITROEN GC4 PICASSO	3	3EBHZ*	C	DIESEL	1560	88	5	13/5/16	NO	NO			3/11/18
1427166	3395JNW	12/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	17/5/16	NO	NO			3/11/18
1427081	4997JNW	12/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	17/5/16	NO	NO			3/11/18
1427137	4503JNW	12/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	17/5/16	NO	NO			3/11/18
1427368	3691JNW	12/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	18/5/16	NO	NO			3/11/18
1426970	6796JNV	11/5/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	13/5/16	NO	NO			3/11/18
1426972	6986JNV	11/5/16	CITROEN	C4 PICASSO	3	3DAHX*	C	DIESEL	1997	110	5	13/5/16	NO	NO			3/11/18
1427163	9234JNV	11/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	17/5/16	NO	NO			3/11/18
1426821	0217JNW	11/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	12/5/16	NO	NO			3/11/18
1426750	9040JNV	11/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	12/5/16	NO	NO			3/11/18
1426797	6177JNV	11/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	12/5/16	NO	NO			3/11/18
1426819	6076JNV	11/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	12/5/16	NO	NO			3/11/18
1426983	6886JNV	11/5/16	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	13/5/16	NO	NO			3/11/18
1426744	9012JNV	11/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	12/5/16	NO	NO			3/11/18
1426844	0440JNW	11/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	12/5/16	NO	NO			3/11/18
1426903	9066JNV	11/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	13/5/16	NO	NO			3/11/18
1426883	6609JNV	11/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	13/5/16	NO	NO			3/11/18
1426781	6711JNV	11/5/16	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	12/5/16	NO	NO			3/11/18
1426806	0817JNV	10/5/16	CITROEN	C4 PICASSO	3	3DAHR*	C	DIESEL	1997	110	5	12/5/16	NO	NO			3/11/18
1426790	0628JNV	10/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	12/5/16	NO	NO			3/11/18
1427170	4209JNV	10/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	17/5/16	NO	NO			3/11/18
1426826	4044JNV	10/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	12/5/16	NO	NO			3/11/18
1426901	2976JNV	10/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	13/5/16	NO	NO			3/11/18
1426748	3031JNV	10/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	12/5/16	NO	NO			3/11/18
1426788	0545JNV	10/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	12/5/16	NO	NO			3/11/18
1426810	3175JNV	10/5/16	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	12/5/16	NO	NO			3/11/18
1426530	9600JNT	9/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	10/5/16	NO	NO			3/11/18
1427240	9233JNT	9/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	17/5/16	NO	NO			3/11/18
1426549	9634JNT	9/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	10/5/16	NO	NO			3/11/18
1426560	9670JNT	9/5/16	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	10/5/16	NO	NO			3/11/18
1426521	6447JNT	9/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	10/5/16	NO	NO			3/11/18
1426556	9738JNT	9/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	10/5/16	NO	NO			3/11/18
1426735	6421JNT	9/5/16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	12/5/16	NO	NO			3/11/18
1426526	0438JNT	6/5/16	CITROEN	CITROEN GC4 PICASSO	3	3EBHZ*	C	DIESEL	1560	88	5	10/5/16	NO	NO			3/11/18
1426551	4208JNT	6/5/16	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	10/5/16	NO	NO			3/11/18
1426523	0374JNT	6/5/16	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	10/5/16	NO	NO			3/11/18
1426545	1692JNT	6/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	10/5/16	NO	NO			3/11/18
1426228	0187JNT	6/5/16	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	6/5/16	NO	NO			3/11/18
1426389	6028JNT	6/5/16	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	9/5/16	NO	NO			3/11/18
1426517	0651JNT	6/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	10/5/16	NO	NO			3/11/18
1426514	2221JNT	6/5/16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	10/5/16	NO	NO			3/11/18
