Codigo	Matricula	Fecha Matriculacion	Marca	Modelo	Tipo	Variante	Clasificacion medioambiental	Combustible	Cilindrada	Potencia	Numero de Plazas	Fecha inicio de prestacion del servicio de taxi	Eurotaxi	Regimen Especial de Eurotaxi	Fecha inicio Regimen Especial Eurotaxi	Fecha fin Regimen Especial Eurotaxi	Fecha
1311648	6501HTZ	19/12/13	SKODA	SUPERB	3T	ACCFGBX01/NFD6*******	B	DIESEL	1968	125	5	23/12/13	NO	NO			3/11/18
1311535	4675HTZ	19/12/13	SKODA	SUPERB	3T	AACAYCX01	B	DIESEL	1598	77	5	20/12/13	NO	NO			3/11/18
1311392	5038HTZ	19/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	19/12/13	NO	NO			3/11/18
1311715	6645HTZ	19/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	26/12/13	NO	NO			3/11/18
1312745	9138HTZ	19/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	10/1/14	NO	NO			3/11/18
1311693	8810HTZ	19/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	23/12/13	NO	NO			3/11/18
1311703	8768HTZ	19/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	23/12/13	NO	NO			3/11/18
1312189	8705HTZ	19/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	3/1/14	NO	NO			3/11/18
1311705	8895HTZ	19/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	23/12/13	NO	NO			3/11/18
1311547	5045HTZ	19/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	20/12/13	NO	NO			3/11/18
1311515	1350HTZ	18/12/13	PEUGEOT	5008	0	0A9HD*	B	DIESEL	1560	84	5	20/12/13	NO	NO			3/11/18
1311365	0006HTZ	18/12/13	PEUGEOT	5008	0	0ARHE*	B	DIESEL	1997	110	5	19/12/13	NO	NO			3/11/18
1311353	3499HTZ	18/12/13	SEAT	ALTEA XL	5P	ACCAYCX01	B	DIESEL	1598	77	5	19/12/13	NO	NO			3/11/18
1311708	0682HTZ	18/12/13	SEAT	ALTEA XL	5P	ACCAYCX01	B	DIESEL	1598	77	5	26/12/13	NO	NO			3/11/18
1311246	0104HTZ	18/12/13	SEAT	ALTEA XL	5P	ACCAYCX01	B	DIESEL	1598	77	5	18/12/13	NO	NO			3/11/18
1311981	4154HTZ	18/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	30/12/13	NO	NO			3/11/18
1311350	0305HTZ	18/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	19/12/13	NO	NO			3/11/18
1311367	0253HTZ	18/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	19/12/13	NO	NO			3/11/18
1311363	0063HTZ	18/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	19/12/13	NO	NO			3/11/18
1311505	0483HTZ	18/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	20/12/13	NO	NO			3/11/18
1311461	1624HTZ	18/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	20/12/13	NO	NO			3/11/18
1311377	3834HTZ	18/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	19/12/13	NO	NO			3/11/18
1311344	1160HTZ	18/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	19/12/13	NO	NO			3/11/18
1312429	0258HTZ	18/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	8/1/14	NO	NO			3/11/18
1311550	0083HTZ	18/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	20/12/13	NO	NO			3/11/18
1311519	9710HTY	18/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	20/12/13	NO	NO			3/11/18
1311728	0182HTZ	18/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	26/12/13	NO	NO			3/11/18
1312071	0457HTZ	18/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2/1/14	NO	NO			3/11/18
1311358	2041HTZ	18/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	19/12/13	NO	NO			3/11/18
1311374	9895HTY	18/12/13	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	19/12/13	NO	NO			3/11/18
1311244	7436HTY	17/12/13	PEUGEOT	5008	0	0ARHE*	B	DIESEL	1997	110	5	18/12/13	NO	NO			3/11/18
1311303	8585HTY	17/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	19/12/13	NO	NO			3/11/18
1311554	9654HTY	17/12/13	SEAT	ALTEA XL	5P	ACCAYCX01	B	DIESEL	1598	77	5	20/12/13	NO	NO			3/11/18
1311317	8647HTY	17/12/13	SEAT	ALTEA XL	5P	ACCHGAX01/SGNFM5	ECO	GLP / GASOLINA	1595	75	5	19/12/13	NO	NO			3/11/18
1311154	6241HTY	17/12/13	SEAT	ALTEA XL	5P	ACCHGAX01/SGNFM5	ECO	GLP / GASOLINA	1595	75	5	17/12/13	NO	NO			3/11/18
1311552	7066HTY	17/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	20/12/13	NO	NO			3/11/18
1311382	8739HTY	17/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	19/12/13	NO	NO			3/11/18
1311370	6013HTY	17/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	19/12/13	NO	NO			3/11/18
1311341	9474HTY	17/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	19/12/13	NO	NO			3/11/18
1311372	5762HTY	17/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	19/12/13	NO	NO			3/11/18
1311237	9658HTY	17/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	18/12/13	NO	NO			3/11/18
1311228	6947HTY	17/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	18/12/13	NO	NO			3/11/18
1311128	5534HTY	17/12/13	VOLKSWAGEN	GOLF	1KM	ACCAYCX0/FM5********N*****	B	DIESEL	1598	77	5	17/12/13	NO	NO			3/11/18
1311121	3258HTY	16/12/13	PEUGEOT	5008	0	0A9HD*	B	DIESEL	1560	84	5	17/12/13	NO	NO			3/11/18
1311465	3240HTY	16/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	20/12/13	NO	NO			3/11/18
1311267	3755HTY	16/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	18/12/13	NO	NO			3/11/18
1311132	3184HTY	16/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	17/12/13	NO	NO			3/11/18
1311075	3671HTY	16/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	17/12/13	NO	NO			3/11/18
1311305	3450HTY	16/12/13	SKODA	SUPERB	3T	AACFFBX01/NFM6*******	B	DIESEL	1968	103	5	19/12/13	NO	NO			3/11/18
1312967	4422HTY	16/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	14/1/14	NO	NO			3/11/18
1310998	2643HTY	16/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	16/12/13	NO	NO			3/11/18
1311123	3804HTY	16/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	17/12/13	NO	NO			3/11/18
1311537	3868HTY	16/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	20/12/13	NO	NO			3/11/18
1312194	3206HTY	16/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	3/1/14	NO	NO			3/11/18
1311679	4820HTY	16/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	23/12/13	NO	NO			3/11/18
1311557	5264HTY	16/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	20/12/13	NO	NO			3/11/18
1311147	1464HTY	13/12/13	SEAT	ALTEA XL	5P	ACCAYCX01	B	DIESEL	1598	77	5	17/12/13	NO	NO			3/11/18
1310822	4987HTX	13/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	13/12/13	NO	NO			3/11/18
1310983	8672HTX	13/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	16/12/13	NO	NO			3/11/18
1311139	0057HTY	13/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	17/12/13	NO	NO			3/11/18
1311087	8707HTX	13/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	17/12/13	NO	NO			3/11/18
1311081	9622HTX	13/12/13	SKODA	SUPERB	3T	AACFFBX01/NFM6*******	B	DIESEL	1968	103	5	17/12/13	NO	NO			3/11/18
1312052	9266HTX	13/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2/1/14	NO	NO			3/11/18
1310985	2415HTY	13/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	16/12/13	NO	NO			3/11/18
1311091	0266HTY	13/12/13	VOLKSWAGEN	GOLF	1KM	ACCAYCX0/FM5********N*****	B	DIESEL	1598	77	5	17/12/13	NO	NO			3/11/18
1311713	9812HTX	13/12/13	VOLKSWAGEN	GOLF	1KM	ACCAYCX0/FM5********N*****	B	DIESEL	1598	77	5	26/12/13	NO	NO			3/11/18
1310968	7943HTX	12/12/13	RENAULT	LAGUNA	T	BT17	B	DIESEL	1995	96	5	16/12/13	NO	NO			3/11/18
1310966	8012HTX	12/12/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	16/12/13	NO	NO			3/11/18
1310818	4838HTX	12/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	13/12/13	NO	NO			3/11/18
1310977	6965HTX	12/12/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	16/12/13	NO	NO			3/11/18
1311311	6825HTX	12/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	19/12/13	NO	NO			3/11/18
1310797	6622HTX	12/12/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	13/12/13	NO	NO			3/11/18
1310971	7987HTX	12/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	16/12/13	NO	NO			3/11/18
1310850	7981HTX	12/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	13/12/13	NO	NO			3/11/18
1311512	4744HTX	12/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	20/12/13	NO	NO			3/11/18
1310981	8296HTX	12/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	16/12/13	NO	NO			3/11/18
1310852	8424HTX	12/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	13/12/13	NO	NO			3/11/18
1310979	6686HTX	12/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	16/12/13	NO	NO			3/11/18
1310860	8485HTX	12/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	13/12/13	NO	NO			3/11/18
1311652	8484HTX	12/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	23/12/13	NO	NO			3/11/18
1310973	7918HTX	12/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	16/12/13	NO	NO			3/11/18
1310689	1654HTX	11/12/13	PEUGEOT	5008	0	0A9HD*	B	DIESEL	1560	84	5	12/12/13	NO	NO			3/11/18
1310687	1621HTX	11/12/13	PEUGEOT	5008	0	0A9HD*	B	DIESEL	1560	84	5	12/12/13	NO	NO			3/11/18
1310663	4140HTX	11/12/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310815	3538HTX	11/12/13	SEAT	ALTEA XL	5P	ACCHGAX01/SGNFM5	ECO	GLP / GASOLINA	1595	75	5	13/12/13	NO	NO			3/11/18
1310691	1534HTX	11/12/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310711	1525HTX	11/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310684	4455HTX	11/12/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310856	3273HTX	11/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	13/12/13	NO	NO			3/11/18
1310682	2442HTX	11/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310676	3185HTX	11/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310715	2052HTX	11/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310671	4235HTX	11/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310842	2680HTX	11/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	13/12/13	NO	NO			3/11/18
1310694	1500HTX	11/12/13	VOLKSWAGEN	GOLF	1KM	ACCAYCX0/FM5********N*****	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310760	0113HTX	10/12/13	PEUGEOT	5008	0	0A9HD*	B	DIESEL	1560	84	5	13/12/13	NO	NO			3/11/18
1310474	9044HTW	10/12/13	PEUGEOT	5008	0	0A9HD*	B	DIESEL	1560	84	5	10/12/13	NO	NO			3/11/18
1310637	0725HTX	10/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310643	9717HTW	10/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310783	0589HTX	10/12/13	SEAT	ALTEA XL	5P	ACCAYCX01	B	DIESEL	1598	77	5	13/12/13	NO	NO			3/11/18
1310639	9707HTW	10/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310680	9646HTW	10/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1310512	0522HTX	10/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	10/12/13	NO	NO			3/11/18
1310641	9626HTW	10/12/13	VOLKSWAGEN	GOLF	1KM	ACCAYCX0/FM5********N*****	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1311307	7527HTW	9/12/13	SEAT	ALTEA XL	5P	ACCAYCX01	B	DIESEL	1598	77	5	19/12/13	NO	NO			3/11/18
1310458	8601HTW	9/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	10/12/13	NO	NO			3/11/18
1310557	7254HTW	9/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	11/12/13	NO	NO			3/11/18
1310445	7528HTW	9/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	10/12/13	NO	NO			3/11/18
1310461	8755HTW	9/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	10/12/13	NO	NO			3/11/18
1310488	7870HTW	9/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	10/12/13	NO	NO			3/11/18
1310810	7568HTW	9/12/13	VOLKSWAGEN	GOLF	1KM	ACCAYCX0/FM5********N*****	B	DIESEL	1598	77	5	13/12/13	NO	NO			3/11/18
1310467	3072HTW	5/12/13	SEAT	ALTEA XL	5P	ACCHGAX01/SGNFM5	ECO	GLP / GASOLINA	1595	75	5	10/12/13	NO	NO			3/11/18
1310439	3709HTW	5/12/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	10/12/13	NO	NO			3/11/18
1310442	6317HTW	5/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	10/12/13	NO	NO			3/11/18
1310390	6132HTW	5/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	9/12/13	NO	NO			3/11/18
1310448	5906HTW	5/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	10/12/13	NO	NO			3/11/18
1310469	3133HTW	5/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	10/12/13	NO	NO			3/11/18
1310451	3712HTW	5/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	10/12/13	NO	NO			3/11/18
1310465	4204HTW	5/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	10/12/13	NO	NO			3/11/18
1311017	9991HTV	4/12/13	PEUGEOT	5008	0	0ARHE*	B	DIESEL	1997	110	5	16/12/13	NO	NO			3/11/18
1310193	9917HTV	4/12/13	PEUGEOT	5008	0	0A9HD*	B	DIESEL	1560	84	5	4/12/13	NO	NO			3/11/18
1310388	9540HTV	4/12/13	RENAULT	MEGANE GR. SCENIC	JZ	JZNA	B	DIESEL	1598	96	5	9/12/13	NO	NO			3/11/18
1310278	9986HTV	4/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	5/12/13	NO	NO			3/11/18
1310187	9480HTV	4/12/13	SKODA	SUPERB	3T	AACFFBX01/NFM6*******	B	DIESEL	1968	103	5	4/12/13	NO	NO			3/11/18
1311077	1102HTW	4/12/13	SKODA	SUPERB	3T	AACFFBX01/NFD6*******	B	DIESEL	1968	103	5	17/12/13	NO	NO			3/11/18
1310848	1114HTW	4/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	13/12/13	NO	NO			3/11/18
1310227	0215HTW	4/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	4/12/13	NO	NO			3/11/18
1310163	9223HTV	3/12/13	RENAULT	MEGANE GR. SCENIC	JZ	JZNA	B	DIESEL	1598	96	5	4/12/13	NO	NO			3/11/18
1310392	8165HTV	3/12/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	9/12/13	NO	NO			3/11/18
1310177	7495HTV	3/12/13	SEAT	ALTEA XL	5P	ACCAYCX01	B	DIESEL	1598	77	5	4/12/13	NO	NO			3/11/18
1310217	5366HTV	2/12/13	PEUGEOT	5008	0	0A9HD*	B	DIESEL	1560	84	5	4/12/13	NO	NO			3/11/18
1310161	4940HTV	2/12/13	SEAT	ALTEA XL	5P	ACCHGAX01/SGNFM5	ECO	GLP / GASOLINA	1595	75	5	4/12/13	NO	NO			3/11/18
1310054	3988HTV	2/12/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	3/12/13	NO	NO			3/11/18
1310292	6063HTV	2/12/13	SEAT	ALTEA XL	5P	ACCAYCX01	B	DIESEL	1598	77	5	5/12/13	NO	NO			3/11/18
1310039	4661HTV	2/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	3/12/13	NO	NO			3/11/18
1310024	3849HTV	2/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	3/12/13	NO	NO			3/11/18
1310028	4234HTV	2/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	3/12/13	NO	NO			3/11/18
1310157	5038HTV	2/12/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	4/12/13	NO	NO			3/11/18
1310173	3501HTV	2/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	4/12/13	NO	NO			3/11/18
1310026	4269HTV	2/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	3/12/13	NO	NO			3/11/18
1310159	3882HTV	2/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	4/12/13	NO	NO			3/11/18
1310051	6028HTV	2/12/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	3/12/13	NO	NO			3/11/18
1374806	3488HTV	2/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	4/3/15	NO	NO			3/11/18
1310045	5058HTV	2/12/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	3/12/13	NO	NO			3/11/18
1310646	7187HTT	29/11/13	SEAT	ALTEA XL	5P	ACCAYCX01	B	DIESEL	1598	77	5	12/12/13	NO	NO			3/11/18
1309867	4994HTT	29/11/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	29/11/13	NO	NO			3/11/18
1309860	4705HTT	29/11/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	29/11/13	NO	NO			3/11/18
1309902	9141HTT	29/11/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	29/11/13	NO	NO			3/11/18
1309845	7456HTS	28/11/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	29/11/13	NO	NO			3/11/18
1309853	8307HTS	28/11/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	29/11/13	NO	NO			3/11/18
1309751	7472HTS	28/11/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	28/11/13	NO	NO			3/11/18
1309855	8625HTS	28/11/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	29/11/13	NO	NO			3/11/18
1309849	7325HTS	28/11/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	29/11/13	NO	NO			3/11/18
1309766	3873HTS	27/11/13	PEUGEOT	5008	0	0A9HD*	B	DIESEL	1560	84	5	28/11/13	NO	NO			3/11/18
1309938	6278HTS	27/11/13	SEAT	TOLEDO E-ECOMOTIVE	NH	AACAYC	B	DIESEL	1598	77	5	2/12/13	NO	NO			3/11/18
1309659	2663HTS	27/11/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	27/11/13	NO	NO			3/11/18
1309640	2750HTS	27/11/13	SEAT	ALTEA XL	5P	ACCHGAX01/SGNFM5	ECO	GLP / GASOLINA	1595	75	5	27/11/13	NO	NO			3/11/18
1309843	2692HTS	27/11/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	29/11/13	NO	NO			3/11/18
1309694	6202HTS	27/11/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	28/11/13	NO	NO			3/11/18
1309840	3199HTS	27/11/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	29/11/13	NO	NO			3/11/18
1309703	2989HTS	27/11/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	28/11/13	NO	NO			3/11/18
1309663	3131HTS	27/11/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	27/11/13	NO	NO			3/11/18
1310032	3679HTS	27/11/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	3/12/13	NO	NO			3/11/18
1309946	6928HTS	27/11/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	2/12/13	NO	NO			3/11/18
1309722	2614HTS	27/11/13	SKODA	SKODA RAPID	NH	AACAYC	B	DIESEL	1598	77	5	28/11/13	NO	NO			3/11/18
1309736	6635HTS	27/11/13	SKODA	SUPERB	3T	AACFFBX01/NFM6*******	B	DIESEL	1968	103	5	28/11/13	NO	NO			3/11/18
1309727	6077HTS	27/11/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	28/11/13	NO	NO			3/11/18
1309730	2645HTS	27/11/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	28/11/13	NO	NO			3/11/18
1309701	2588HTS	27/11/13	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	28/11/13	NO	NO			3/11/18
1309724	6255HTS	27/11/13	VOLKSWAGEN	GOLF	1KM	ACCAYCX0/FM5********N*****	B	DIESEL	1598	77	5	28/11/13	NO	NO			3/11/18
1309696	3753HTS	27/11/13	VOLKSWAGEN	GOLF	1KM	ACCAYCX0/FM5********N*****	B	DIESEL	1598	77	5	28/11/13	NO	NO			3/11/18
1309691	3745HTS	27/11/13	VOLKSWAGEN	GOLF	1KM	ACCAYCX0/FM5********N*****	B	DIESEL	1598	77	5	28/11/13	NO	NO			3/11/18
1309578	8950HTR	26/11/13	RENAULT	LAGUNA	T	BT17	B	DIESEL	1995	96	5	27/11/13	NO	NO			3/11/18
1309720	9950HTR	26/11/13	SEAT	TOLEDO	NH	AACAYC	B	DIESEL	1598	77	5	28/11/13	NO	NO			3/11/18
