Codigo	Matricula
1438500	5790JTD
1438548	5553JTD
1438642	7197JTD
1438478	3600JTD
1438653	9617JTC
1438470	1242JTD
1438424	1278JTD
1438447	0193JTD
1438631	2068JTD
1438551	2619JTD
1438663	1458JTD
1438459	4785JTC
1438184	1336JTB
1438443	7229JTC
1438449	7181JTC
1438451	7049JTC
1438476	5156JTC
1438480	2562JTC
1438257	3249JTC
1438138	1839JTC
1438150	1930JTC
1438649	3540JTC
1438666	1851JTC
1438349	3423JTC
1444589	4374JTC
1438214	7199JTB
1438240	6317JTB
1438180	6481JTB
1438242	6540JTB
1440713	5599JTP
1438244	6588JTB
1438226	8113JTB
1438354	9316JTB
1440566	9144JTN
1438197	2485JTB
1438191	5519JTB
1438119	3261JTB
1438200	2542JTB
1440580	5289JTP
1438114	4847JTB
1438017	5966JTB
1438153	5965JTB
1438021	3934JTB
1437949	4038JTB
1438111	4068JTB
1438102	2738JTB
1440487	2608JTP
1438247	5746JTB
1438025	5989JTB
1439651	8849JSY
1437870	4210JSZ
1437801	1983JSZ
1438647	7212JSX
1438066	7173JSY
1437783	7216JSX
1437955	0055JSY
1438360	3503JSY
1437663	6709JSX
1437941	7314JSX
1438144	1864JSY
1438756	7375JSX
1437933	1481JSY
1486157	4550JSX
1437778	8874JSW
1437857	8811JSW
1438219	8205JSW
1437772	7091JSW
1437577	1947JSW
1437697	1966JSW
1437500	5866JSW
1437938	4308JSW
1437573	7678JSW
1437653	2621JSW
1437623	4312JSW
1437638	3912JSW
1437862	2110JSW
1437669	0124JSW
1438013	9986JSV
1437951	9994JSV
1437460	9417JSV
1437953	7557JSV
1437468	8689JSV
1437930	8683JSV
1438340	6524JSV
1437924	6498JSV
1437629	3605JSV
1437450	6465JSV
1437456	5991JSV
1437462	3813JSV
1437464	3603JSV
1437458	4633JSV
1437575	5978JSV
1437255	6203JST
1437303	9525JST
1437853	8364JST
1438206	6766JST
1437185	8642JST
1437247	6332JST
1437579	6162JST
1437128	9359JST
1437571	6039JST
1437257	6123JST
1437569	6072JST
1437242	6255JST
1436848	3289JSS
1437089	0714JST
1437085	2488JST
1437229	4835JST
1437265	2641JST
1437102	1120JST
1437268	3877JST
1437234	4960JST
1437764	4489JST
1437240	4465JST
1436911	0430JST
1437466	4041JST
1437454	0066JST
1436951	1103JST
1437452	0102JST
1437116	9695JSS
1437083	5921JSS
1437120	6769JSS
1437699	6833JSS
1437263	5874JSS
1437259	9217JSS
1437695	9234JSS
1437118	1970JSS
1437261	4508JSS
1436855	4985JSS
1436840	1905JSS
1437114	3575JSS
1437097	1827JSS
1437112	4154JSS
1436857	4930JSS
1436750	1392JSS
1436753	1398JSS
1437211	1019JSS
1436838	7535JSR
1436747	0962JSS
1436631	7146JSR
1437095	9147JSR
1437237	7402JSR
1436834	3334JSR
1437108	3337JSR
1437105	3338JSR
1436479	4323JSP
1436830	3346JSR
1436850	2806JSR
1436648	5243JSR
1436739	1818JSR
1437092	5508JSR
1436768	4014JSR
1436736	7593JSP
1436311	1182JSP
1436460	9560JSP
1436506	0964JSR
1436502	1019JSR
1436836	8348JSP
1436455	7552JSP
1437110	5160JSP
1436369	4212JSP
1436493	3495JSP
1436337	3273JSP
1436842	6255JSP
1436832	4329JSP
1436485	4319JSP
1437643	3813JSP
1436636	3588JSP
1436728	0415JSP
1437100	0512JSP
1436472	2587JSP
1436508	2905JSP
1436724	0444JSP
1436419	0841JSP
1436646	1881JSP
1436511	9850JSN
1436302	9793JSN
1436186	6210JSN
1436319	8368JSN
1436267	7931JSN
1436514	8827JSN
1436194	5640JSN
1436204	5788JSN
1436732	5108JSN
1436297	4217JSN
1436304	6130JSN
1436191	5415JSN
1436201	3081JSN
1436294	3163JSN
1436110	9344JSM
1436121	2364JSN
1436114	0849JSN
1436103	9996JSM
1436116	9232JSM
1436112	9265JSM
1436080	5228JSM
1436076	8543JSM
1436119	5311JSM
1436458	8240JSM
1436091	6342JSM
1436078	6279JSM
1436094	6458JSM
1436197	4591JSM
1435946	2668JSM
1435942	2686JSM
1484916	7604KFJ
1435940	9942JSL
1435804	8511JSL
1486246	9714JSL
1435944	8921JSL
1435806	7363JSL
1435802	6436JSL
1435869	6477JSL
1435886	5122JSL
1436164	4970JSL
1435884	5069JSL
1435442	4359JSJ
1435456	3195JSJ
1435440	6730JSJ
1435414	2224JSJ
1435421	8906JSH
1435426	0779JSJ
1435400	0473JSJ
1435431	8898JSH
1435453	9541JSH
1435459	9487JSH
1435424	8894JSH
1435447	6674JSH
1435390	5604JSH
1435398	1954JSH
1435368	0936JSH
1435651	8989JSG
1435287	8352JSG
1435290	7648JSG
1435295	8995JSG
1435270	7813JSG
1435211	7511JSG
1435201	5279JSG
1435236	6485JSG
1435302	6025JSG
1435309	3194JSG
1435284	2822JSG
1435057	1283JSG
1435205	0261JSG
1435064	1178JSG
1434978	8080JSF
1434992	8417JSF
1435208	3536JSF
1434941	3896JSF
1434939	5280JSF
1434935	3737JSF
1434995	5190JSF
1435297	3963JSF
1435292	3962JSF
1435300	3519JSF
1434932	3428JSF
1434826	0303JSF
1434981	1865JSF
1434715	6795JSD
1434691	7640JSD
1434729	0976JSD
1434583	1069JSD
1434621	0083JSD
1434629	0030JSD
1434626	4641JSC
1436074	9606JSK
1434828	4397JSC
1434962	5841JSC
1434975	4560JSC
1434749	4712JSC
1435976	9952JSK
1434504	1575JSC
1434708	1573JSC
1434646	3109JSC
1434515	6274JSB
1434500	6676JSB
1434632	8541JSB
1434434	1221JSB
1434437	1200JSB
1434648	4331JSB
1434508	1284JSB
1434412	1198JSB
1434624	5944JRZ
1434202	5178JRZ
1434282	6931JRZ
1434370	5134JRZ
1435790	0168JSL
1434380	7100JRZ
1434378	7571JRZ
1434382	6669JRZ
1434636	7051JRZ
1434511	6485JRZ
1434272	6307JRZ
1435641	4201JSK
1434167	4457JRZ
1434196	0729JRZ
1434185	4321JRZ
1434199	0689JRZ
1434867	3050JRZ
1434104	0752JRZ
1434101	3592JRX
1434376	8403JRX
1434221	3430JRX
1434520	3896JRX
1433879	5095JRT
1433883	7543JRT
1434161	6415JRX
1434218	9920JRX
1433885	7659JRT
1433881	5631JRV
1433877	6923JRV
1434763	3515JRX
1434468	4419JRX
1434216	0159JRY
1433964	2524JRW
1434128	8921JRW
1434099	5729JRW
1434713	1852JRW
1434746	2158JRW
1435314	3490JRW
1434092	5872JRW
1433996	1945JRW
1434415	2532JRW
1434214	1892JRW
1434090	7684JRW
1434027	2224JRW
1434006	8059JRW
1434619	7132JRV
1434224	7785JRV
1433908	2625JRV
1434756	2399JRV
1434384	6131JRV
1434074	3296JRV
1434163	6154JRV
1434011	7661JRV
1433875	6593JRV
1433991	4725JRV
1434388	6312JRV
1434085	6488JRT
1433902	4769JRT
1434096	0980JRV
1433915	1283JRV
1434717	7613JRT
1434083	7639JRT
1435361	1334JRV
1434555	5169JRT
1434557	5454JRT
1433935	9183JRS
1434174	4975JRS
1433778	0051JRT
1433906	9533JRS
1433771	3847JRS
1434192	0717JRT
1433813	4326JRS
1433897	9338JRS
1434242	4209JRS
1433769	3803JRS
1433724	4712JRS
1433931	0177JRT
1433774	9074JRS
1433900	4394JRS
1433928	6565JRS
1433815	6078JRR
1434116	6466JRR
1433650	6055JRR
1433891	9664JRR
1433711	9476JRR
1433776	6543JRR
1433895	6897JRR
1433660	6313JRR
1433652	9250JRP
1433644	5320JRR
1433630	2823JRR
1433639	2131JRR
1434758	3070JRR
1433634	1979JRR
1433658	2923JRR
1433444	0727JRP
1433467	2523JRP
1433556	2321JRP
1434152	2881JRP
1433893	5092JRP
1433654	2285JRP
1441416	3232JTS
1433637	8211JRP
1433646	2399JRP
1433664	7517JRN
1433490	0617JRP
1485969	1508KFR
1433472	9403JRN
1433423	9357JRN
1433427	9363JRN
1433648	1031JRP
1433475	0725JRP
1433463	1467JRP
1433425	9371JRN
1433258	8973JPT
1433480	8588JRM
1433436	9496JRM
1433304	5279JRM
1433429	7995JRM
1433421	7835JRM
1433431	8136JRM
1433340	3150JRM
1433269	4890JRM
1433263	3521JRM
1433247	3841JRM
1434430	3036JRM
1433662	8326JRL
1433292	3941JRL
1433102	0809JRL
1433439	2081JRL
1433136	2650JRL
1433254	6791JRK
1433049	3389JRK
1433039	3410JRK
1433082	3433JRK
1433119	5411JRK
1432849	6356JRJ
1435074	7366JRJ
1433716	7371JRJ
1433251	8295JRJ
1433035	8061JRJ
1433322	1649JRK
1432688	3310JRJ
1432676	0809JRJ
1432852	1766JRJ
1432692	4228JRJ
1433482	1155JRJ
1432682	1950JRJ
1432680	3509JRJ
1433134	0908JRJ
1432699	5937JRJ
1433113	1199JRJ
1432671	5399JRH
1432539	9010JRH
1433106	0043JRJ
1433108	0113JRJ
1432668	5273JRH
1432365	2609JRH
1432357	9521JRG
1432686	3587JRH
1432544	0635JRH
1432859	3721JRH
1432542	9761JRG
1432030	2987JRG
1432678	8790JRG
1432024	2963JRG
1432360	3166JRG
1432088	3579JRG
1434235	4939JRG
1433243	0694JRG
1432075	3703JRD
1432019	0273JRG
1486821	8613KFM
1434725	9399JRD
1432097	3964JRD
1433641	5430JRD
1431820	9791JRB
1432368	5986JRC
1432861	0527JRD
1431829	0279JRC
1433434	7529JRC
1432026	9651JRB
1431923	7708JRC
1431918	8380JRC
1432684	1967JRD
1439924	1184JRC
1431758	7683JRC
1484708	0840JRD
1431815	1859JRD
1432092	1293JRC
1432034	0373JRC
1432082	8139JRB
1431695	9120JPZ
1431765	5601JRB
1431753	7772JRB
1507770	7145JPZ
1431773	2347JPZ
1431706	1858JPZ
1431693	6301JPZ
1431689	5070JPZ
1431517	4678JPZ
1431544	8580JPZ
1431519	3478JPZ
1434737	1938JPZ
1431551	6164JPZ
1431656	1792JPZ
1431267	5816JPY
1431541	5832JPY
1431527	6546JPY
1431584	6126JPY
1431700	8644JPY
1431535	5825JPY
1432028	9092JPY
1431530	5834JPY
1431817	9469JPY
1433041	0531JPZ
1467082	0250JPZ
1431662	6023JPY
1431652	3964JPY
1431297	4047JPY
1431435	7486JPX
1431440	8580JPX
1431438	7366JPX
1431275	7590JPX
1431443	1803JPY
1431280	8857JPW
1431115	2770JPX
1431291	2813JPX
1431432	4293JPX
1431134	9534JPW
1431593	3242JPW
1430895	1046JPW
1430981	1010JPW
1431006	3509JPW
1430983	7320JPW
1431145	5924JPW
1430879	0892JPW
1431577	3578JPW
1430987	4138JPV
1431658	7602JPV
1431156	9042JPV
1430867	4039JPV
1431269	9901JPV
1430940	5330JPV
1430881	3680JPV
1430991	3495JPV
1431634	4305JPV
1430767	1693JPV
1430771	1687JPV
1431533	1737JPV
1430853	8395JPT
1430869	6174JPT
1430877	0191JPV
1430851	8412JPT
1430887	6535JPT
1431142	9941JPT
1430875	5989JPT
1430769	9509JPS
1430764	9457JPS
1430861	5374JPT
1431284	3724JPT
1430671	8940JPS
1430657	2205JPT
1430859	6595JPS
1430574	3744JPS
1430548	4079JPS
1430654	3658JPS
1430855	5550JPS
1430559	3225JPS
1431804	7249JPS
1430576	6483JPR
1430652	6556JPR
1430883	9905JPR
1430434	8421JPR
1430563	6643JPR
1430567	3925JPR
1430322	4998JPP
1430465	0179JPR
1430324	5067JPP
1430570	6497JPP
1430313	6961JPP
1430233	6721JPP
1430418	6216JPP
1430077	8300JPN
1430090	8315JPN
1430243	8378JPN
1430316	2926JPP
1430591	0025JPP
1430087	2560JPN
1429960	4250JPN
1430099	7284JPN
1429955	3516JPN
1430214	2667JPN
1429941	3759JPN
1429965	6226JPN
1429953	2731JPN
1429823	0434JPN
1430081	1569JPN
1429951	7234JPM
1429934	8417JPM
1484759	7036JPM
1429862	8652JPM
1430102	2812JPM
1429818	2722JPM
1429614	6266JPM
1429825	3057JPM
1429813	4724JPM
1429944	6843JPL
1429607	7527JPL
1429397	2081JPM
1429323	7909JPL
1430320	9669JPL
1429719	8340JPL
1429599	7155JPL
1429603	7284JPL
1429302	9760JPK
1429267	4781JPL
1429610	9856JPK
1429612	3887JPL
1429401	0453JPL
1429596	0188JPL
1429958	2620JPL
1429404	0343JPL
1429306	5795JPL
1430093	0552JPL
1429127	0006JPL
1429717	9757JPK
1429949	2562JPL
1429304	4292JPK
1429298	7474JPK
1429058	6914JPK
1429394	8193JPK
1429308	4387JPK
1429116	7632JPK
1429310	9091JPK
1429090	2520JPK
1429062	2530JPK
1429079	5489JPJ
1429107	6842JPJ
1429119	6914JPJ
1428743	6239JPH
1429072	6985JPJ
1428892	6260JPH
1428902	4444JPG
1428730	4256JPH
1429098	8647JPG
1428710	9445JPG
1429094	8351JPG
1429104	8354JPG
1428699	4924JPG
1428900	4317JPG
1428898	4150JPG
1428738	8405JPF
1429064	9585JPF
1428627	0307JPG
1428755	3881JPF
1428615	3633JPF
1428826	7028JPF
1428630	2934JPG
1428736	2075JPG
1428702	3496JPG
1428697	1045JPG
1428704	1035JPG
1428706	2571JPG
1428633	2262JPG
1428636	6140JPD
1428708	0397JPF
1430775	9587JLW
1428512	5297JPD
1428623	4688JPD
1428600	9206JPD
1428741	3031JPF
1428621	4507JPD
1428625	2103JPF
1428617	4584JPD
1428279	1948JPD
1428486	1257JPD
1428619	2993JPD
1428246	6895JPC
1428263	6769JPC
1428503	2827JPD
1428910	3140JPD
1428592	1515JPD
1429070	2932JPD
1428446	9208JPC
1428266	1876JPD
1429110	1880JPD
1428905	0396JPD
1428596	9596JPC
1428268	9720JPC
1428257	8263JPC
1428478	6956JPC
1428253	8854JPB
1428134	3534JPC
1428484	3866JPC
1428281	8694JPB
1428159	9169JPB
1428255	8578JPB
1428489	2756JPC
1428243	8488JPB
1428924	4729JPB
1428151	3896JPB
1429074	6195JPB
1428154	3964JPB
1428275	4537JPB
1427803	9204JNY
1427979	4105JPB
1427813	9879JNZ
1428166	8001JNZ
1427663	6348JNZ
1427808	9586JNZ
1427944	9123JNZ
1427815	6757JNZ
1427951	9121JNZ
1427937	6212JNZ
1428259	5144JNZ
1428498	0632JNZ
1427637	4856JNZ
1427588	1801JNZ
1427941	1157JNZ
1427646	3592JNZ
1427801	9309JNY
1427536	2763JNY
1427805	2034JNY
1427534	4170JNY
1427546	8060JNY
1427817	7837JNY
1427611	3282JNY
1427532	4816JNY
1427463	4918JNY
1427615	2950JNY
1427656	3121JNY
1427794	2870JNY
1427659	7272JNX
1427988	0134JNY
1427498	7372JNX
1427445	8958JNX
1427354	8107JNX
1427128	9450JNW
1427177	2734JNX
1427492	1449JNX
1427350	9343JNW
1429569	1048JNX
1427168	9566JNW
1427133	1039JNX
1427648	1737JNX
1426824	2750JNW
1426975	7132JNW
1426978	3255JNW
1427166	3395JNW
1427081	4997JNW
1427137	4503JNW
1427368	3691JNW
1426970	6796JNV
1426972	6986JNV
1427163	9234JNV
1426821	0217JNW
1426750	9040JNV
1426797	6177JNV
1426819	6076JNV
1426983	6886JNV
1426744	9012JNV
1426844	0440JNW
1426903	9066JNV
1426883	6609JNV
1426781	6711JNV
1426806	0817JNV
1426790	0628JNV
1427170	4209JNV
1426826	4044JNV
1426901	2976JNV
1426748	3031JNV
1426788	0545JNV
1426810	3175JNV
1426530	9600JNT
1427240	9233JNT
1426549	9634JNT
1426560	9670JNT
1426521	6447JNT
1426556	9738JNT
1426735	6421JNT
1426526	0438JNT
1426551	4208JNT
1426523	0374JNT
1426545	1692JNT
1426228	0187JNT
1426389	6028JNT
1426517	0651JNT
1426514	2221JNT
1426654	4484JNT
1426387	3514JNS
1426392	3950JNS
1429100	9339JNS
1426108	3367JNS
1426246	4282JNS
1426243	9619JNS
1426398	3833JNS
1426093	9479JNR
1426405	8381JNR
1426334	1349JNS
1426106	8586JNR
1426992	0583JNS
1426553	1673JNS
1426100	8667JNR
1426110	4018JNR
1425947	3716JNR
1426104	5100JNR
1425790	5893JNN
1425938	6047JNN
1425868	7964JNN
1425945	6388JNN
1426828	0490JNR
1427985	6262JNN
1426325	4630JNN
1425740	5762JNP
1425924	6555JNN
1425942	6781JNN
1425712	5801JNP
1425811	7249JNM
1426113	1895JNN
1426330	0847JNN
1425835	2905JNM
1425795	2771JNM
1425397	2479JNM
1425813	0549JNN
1425485	3894JNM
1425454	2014JNM
1425627	9339JNM
1425817	3546JNM
1425620	2657JNN
1429530	2647JNM
1425422	7292JNL
1425809	7143JNL
1425367	4368JNL
1425261	2231JNL
1425424	8029JNL
1425632	1701JNL
1425417	7390JNL
1425392	0096JNM
1425419	9979JNL
1425361	5267JNL
1426240	6138JNL
1425363	5362JNL
1425415	7615JNL
1425629	1579JNL
1425411	9717JNL
1425399	2332JNK
1425248	8374JNK
1425138	2808JNK
1425489	2458JNK
1425385	5837JNK
1425394	4923JNK
1425387	6546JNK
1425244	9354JNK
1487042	9396JNK
1425622	4359JNK
1425383	7231JNK
1425831	7134JNK
1425390	5840JNK
1425369	7749JNK
1425246	9436JNK
1425104	9561JNJ
1425250	5943JNJ
1425090	9437JNJ
1425229	0825JNK
1425365	1677JNK
1424972	7285JNJ
1425113	5988JNJ
1424855	0897JNJ
1425121	9382JNH
1424939	0116JNJ
1425117	9211JNH
1425115	0947JNJ
1425111	9302JNH
1429526	0048JNJ
1424816	0858JNH
1425095	7058JNH
1425092	6073JNH
1424804	1091JNH
1424936	5933JNH
1425405	5896JNH
1424653	6060JNG
1425257	8249JNG
1428142	4730JNG
1425124	8761JNG
1424667	8002JNG
1424808	4998JNG
1424675	8116JNG
1424818	5035JNG
1424647	5840JNG
1424672	8755JNG
1424363	8512JNF
1425408	8428JNF
1424655	8575JNF
1424529	9955JNF
1424931	1257JNG
1424644	0511JNG
1424811	1262JNG
1424498	0038JNG
1424650	4730JNF
1424495	7256JNF
1424501	4335JNF
1424344	8045JNF
1425097	5546JNF
1424504	4170JNF
1424353	0342JNF
1424181	1937JNF
1424360	1153JNF
1424355	8969JND
1424358	1091JNF
1424350	9355JND
1424341	8844JND
1424346	8899JND
1424185	6690JND
1424227	3110JND
1424052	2999JND
1424041	3485JND
1424059	3376JND
1424048	4886JND
1426836	4383JND
1423764	9060JNC
1424057	7818JNC
1424064	7974JNC
1424055	7882JNC
1423904	1548JND
1423919	9118JNC
1423921	1223JND
1423709	8471JNC
1424754	8045JNC
1423924	3567JNC
1423900	3742JNC
1423898	3645JNC
1423712	7183JNC
1423917	3464JNC
1423736	6397JNC
1423579	3196JNC
1423910	5294JNC
1423603	9623JNB
1423573	9671JNB
1423720	9853JNB
1423468	9956JNB
1423716	9880JNB
1423722	9809JNB
1423570	2900JNC
1423718	9765JNB
1423688	2898JNC
1423554	2543JNC
1423562	1456JNC
1424218	1668JNC
1423558	2896JNC
1424044	6373JNB
1423556	5160JNB
1423549	5108JNB
1423471	9499JNB
1423357	4764JNB
1423575	7243JNB
1423551	9516JNB
1423376	1789JNB
1423459	9912JMZ
1423363	0145JNB
1424077	9823JMZ
1423337	4080JNB
1423457	2164JNB
1423928	2814JNB
1423340	1195JNB
1423225	9533JMZ
1423227	9536JMZ
1423353	9489JMZ
1423372	4484JNB
1423386	4008JNB
1423213	5683JMZ
1423454	8971JMZ
1423244	6335JMZ
1423252	7842JMZ
1423237	8454JMZ
1423560	5869JMZ
1423359	5676JMZ
1423229	8830JMZ
1423094	4328JMZ
1423334	2380JMZ
1423241	1060JMZ
1423223	1182JMZ
1423211	1130JMZ
1429547	2742JMZ
1426842	2923JMZ
1422955	6918JMY
1428146	7459JMY
1422959	7417JMY
1423075	7178JMY
1423081	0457JMZ
1422995	9402JMY
1423072	7270JMY
1423079	7115JMY
1422952	0374JMZ
1422968	7715JMY
1430370	5998HCR
1422859	3460JMY
1422977	3229JMY
1423000	2666JMY
1423247	4452JMY
1422987	4840JMY
1422989	4839JMY
1422949	3073JMX
1422556	5352JMW
1422806	5984JMW
1426170	8547JMX
1422674	9690JMW
1422666	0341JMX
1422670	7224JMX
1482270	8731JMW
1422965	1901JMY
1422734	6848JMW
1423239	3936JMW
1422787	2472JMV
1422663	2861JMV
1422559	4443JMW
1422776	2880JMV
1422537	2856JMV
1422656	2721JMV
1422568	2275JMV
1422565	6107JMT
1422364	7034JMT
1424220	0597JMV
1422792	3162JMT
1422240	5382JMT
1422331	5589JMT
1422542	4731JMT
1422212	5205JMT
1423034	4745JMT
1422355	3173JMT
1422563	3176JMT
1422258	4802JMS
1422654	0650JMT
1422214	1033JMT
1422993	5765JMS
1422200	7362JMS
1421977	0524JMS
1421975	7477JMR
1422217	0616JMS
1424664	8002JMR
1422082	7288JMR
1422206	2402JMR
1421928	0208JMR
1421922	0686JMR
1421899	2487JMR
1423235	1796JMR
1421924	2685JMP
1421910	2444JMP
1421931	2750JMP
1421871	8120JMP
1422553	2123JMP
1421833	3277JMP
1421825	8906JMP
1421841	8288JMP
1421837	4222JMN
1421908	4336JMN
1421697	5832JMN
1421897	1040JMP
1421938	8744JMN
1421920	4370JMN
1421839	4498JMN
1421880	2588JMN
1421831	2435JMN
1421595	2603JMN
1421489	6526JMM
1421915	2175JMN
1421534	6859JMM
1421528	1386JMN
1423119	9291JMM
1421828	1304JMN
1421576	0045JMN
1421690	6783JMM
1421530	1380JMN
1421521	1361JMN
1422203	0711JMN
1421580	3582JMN
1421559	0720JMM
1421649	4215JMM
1421469	5609JMM
1421467	4716JMM
1421265	4417JML
1421267	4504JML
1421205	4359JML
1421179	9847JMK
1421274	8157JMK
1421260	0903JML
1421701	7913JMK
1421191	0541JML
1421185	8063JMK
1421276	8312JMK
1421095	3689JMK
1421084	1506JMK
1421525	3518JMK
1421280	1133JMK
1421181	3404JMK
1421021	3768JMK
1421087	0175JMK
1420933	8631JMJ
1420935	7901JMJ
1421207	6972JMJ
1421097	5554JMJ
1421100	0741JMJ
1420835	0306JMJ
1420950	4650JMJ
1420792	1650JMJ
1421053	1467JMJ
1420980	4051JMJ
1421572	1426JMJ
1482744	4639JMJ
1420957	0402JMJ
1421189	4050JMJ
1420753	8492JMH
1420952	7213JMH
1420829	5665JMH
1420695	2623JMH
1420732	1648JMH
1420758	2226JMH
1420525	0477JMH
1420641	4129JMH
1420632	5303JMG
1420612	5047JMG
1420634	4501JMG
1420535	9381JMG
1420978	7414JMG
1420680	8055JMG
1420610	9592JMG
1420984	8320JMG
1422234	9939JMF
1420522	9773JMF
1420368	2740JMG
1420325	1726JMG
1422250	6944JMF
1420540	8153JMF
1420340	5961JMF
1425807	4878JMF
1420182	8247JMF
1420215	6407JMF
1420157	6406JMF
1420336	4848JMF
1420329	4765JMF
1420645	5884JMF
1420371	4556JMF
1420825	6986JMF
1420333	4924JMF
1420195	7168JMF
1420007	1158JMD
1420003	2159JMD
1420000	2013JMD
1420322	8559JMD
1420205	6755JMD
1420054	2610JMD
1419996	6864JMD
1417411	8379JLK
1420035	3361JMC
1420638	0137JMD
1420017	9853JMB
1420013	5354JMC
1420211	9625JMB
1484703	8902JMC
1420530	0153JMD
1419880	8874JLZ
1421061	8753JLZ
1419889	8624JLZ
1419864	7192JMB
1419842	8691JLZ
1419737	4323JMB
1419882	2857JMB
1420048	5272JMB
1419994	4665JMB
1419740	4648JMB
1419618	0087JLZ
1424379	1399JLZ
1419893	9945JLY
1419632	0099JLZ
1419897	5745JLZ
1419628	5311JLZ
1419601	3482JLZ
1419598	3428JLZ
1419742	6023JLZ
1419611	0281JLZ
1419589	3868JLZ
1419595	3330JLZ
1419885	9702JLY
1419635	7166JLY
1419887	8933JLY
1420032	7748JLY
1419788	7747JLY
1419518	7728JLY
1420043	7750JLY
1421269	2339JLY
1419414	7826JLX
1419858	9586JLX
1419285	9647JLX
1419507	7750JLX
1419786	2080JLX
1419437	1983JLX
1419409	1545JLX
1419397	7168JLX
1419503	4831JLX
1419385	7248JLX
1419400	7102JLX
1419390	4143JLX
1419899	7051JLX
1419638	0914JLX
1419392	4131JLX
1420982	1945JLX
1419688	1602JLX
1419253	3855JLW
1419262	3936JLW
1419260	3646JLW
1421867	9629JLW
1419145	6784JLW
1419121	6528JLW
1419258	3732JLW
1419233	9650JLW
1419154	8420JLW
1419165	8240JLW
1419147	9045JLV
1419013	0805JLW
1419086	0879JLW
1419123	8940JLV
1420972	7116JLV
1419061	5237JLV
1419052	5223JLV
1418987	4233JLV
1419021	3944JLV
1419031	5231JLV
1418771	3606JLV
1418990	4101JLV
1421091	0052JLV
1418789	2616JLV
1418748	0869JLV
1418890	0435JLV
1420213	5253JLT
1418779	5272JLT
1418800	5405JLT
1418893	7521JLT
1419443	7147JLT
1418806	8971JLT
1419071	5467JLT
1418661	3544JLT
1418646	9602JLS
1418540	2666JLT
1418751	1119JLT
1418509	2779JLT
1418663	3216JLT
1418767	7461JLS
1418338	5861JLS
1418530	5737JLS
1418395	8448JLS
1418353	5752JLS
1418528	4884JLS
1418349	5735JLS
1418340	5991JLS
1418393	7273JLS
1418346	5760JLS
1418342	5744JLS
1418184	0614JLS
1418382	1042JLS
1418375	0803JLS
1418378	3012JLS
1418195	1224JLS
1418175	3032JLS
1418389	0898JLS
1418078	7045JLR
1418080	6739JLR
1418101	9874JLR
1418075	8638JLR
1418387	8559JLR
1418380	8876JLR
1418092	7690JLR
1418217	3815JLR
1417969	5935JLR
1418094	2780JLR
1417917	3912JLR
1418097	2964JLR
1418089	1551JLR
1418066	1511JLR
1418115	2493JLR
1417799	8463JLP
1417848	7736JLP
1418525	8647JLP
1418775	8944JLP
1417813	6476JLP
1417855	0989JLR
1418086	7971JLP
1417809	9057JLP
1417974	0802JLR
1417921	6492JLP
1419197	5089JLP
1418796	2268JLP
1418099	4046JLP
1417819	3427JLP
1417610	2514JLP
1418451	4029JLP
1417690	3113JLP
1417607	9963JLN
1480007	9589JLN
1417850	0129JLP
1417677	9731JLN
1417656	9394JLN
1417650	9396JLN
1417666	8359JLN
1417619	9469JLN
1418084	8608JLN
1417795	7973JLN
1417532	4466JLN
1417374	5269JLN
1417833	4426JLN
1417599	6912JLN
1417406	5939JLN
1417474	4617JLN
1420832	0627JLN
1417671	0888JLM
1417873	1511JLM
1417675	2182JLN
1417319	9509JLM
1417566	0949JLM
1417183	2812JLM
1418193	1228JLM
1417710	1149JLM
1417337	9527JLK
1417458	8859JLL
1417409	6319JLL
1417420	6398JLL
1417542	7322JLL
1417158	0186JLL
1417416	6538JLL
1418384	7268JLL
1417295	2673JLL
1418794	8335JLK
1417160	4675JLK
1417705	3959JLK
1417418	5257JLK
1417035	5981JLK
1417067	2323JLK
1417046	3855JLK
1417422	5253JLK
1417064	4544JLK
1417022	8696JLK
1417152	4773JLK
1417043	6707JLJ
1417038	1608JLK
1417024	8274JLJ
1417250	6623JLJ
1417031	4514JLJ
1416782	2256JLJ
1416908	5687JLJ
1416905	2809JLJ
1416773	5814JLJ
1416876	5662JLJ
1400808	6804JLH
1416693	1220JLJ
1416673	7170JLH
1400859	8779JLH
1416709	8403JLH
1416716	9676JLH
1416794	0382JLJ
1416704	9597JLH
1416787	9628JLH
1416671	7302JLH
1416734	8043JLH
1416777	6745JLH
1416785	6764JLH
1416902	8358JLH
1417860	8873JLH
1400792	5493JLH
1400812	2357JLH
1417027	3835JLH
1416627	5685JLH
1416697	2138JLH
1416695	5264JLH
1416775	3687JLH
1400837	3691JLH
1416678	2475JLH
1416680	2410JLH
1400534	0782JLH
1400525	8647JLG
1400540	9424JLG
1400842	0388JLH
1400608	0401JLH
1400601	9266JLG
1400870	8382JLG
1400651	0201JLH
1417306	6299JLG
1420616	5250JLG
1417088	5955JLG
1400543	3583JLG
1416757	4442JLG
1400647	6089JLG
1400593	2949JLG
1400378	9690JLF
1400615	9569JLF
1400328	2680JLG
1400537	0346JLG
1400532	0939JLG
1400384	1535JLG
1400610	2652JLG
1400346	0679JLG
1400314	0364JLG
1400472	9698JLF
1400469	0011JLG
1400214	8616JLF
1487152	8642JLF
1400847	7016JLF
1400319	7106JLF
