Codigo	Matricula
1265138	8074HMF
1265039	7528HMF
1265312	8514HMF
1264877	6151HMF
1264889	5522HMF
1265036	5788HMF
1264904	6356HMF
1264907	5455HMF
1264828	2923HMF
1264822	2850HMF
1264691	2456HMF
1264885	1534HMF
1265369	1675HMF
1264634	0346HMF
1264579	2154HMD
1264603	2186HMD
1264438	3257HMD
1264881	9884HMC
1482249	6298HMC
1264356	6873HMC
1474696	1533HMD
1264574	8030HMC
1264316	4281HMC
1264436	2196HMC
1264319	2644HMC
1264282	0123HMC
1264309	9202HMB
1264887	6243HMB
1264174	6685HMB
1264178	6659HMB
1264149	5908HMB
1264192	7029HMB
1264166	6238HMB
1264182	7569HMB
1264198	5855HMB
1264147	5390HMB
1264172	5512HMB
1264151	2943HMB
1264145	1553HMB
1264029	0189HMB
1264107	8129HLZ
1264099	8042HLZ
1264089	7717HLZ
1264214	8441HLZ
1264080	9776HLZ
1264052	5671HLZ
1264033	5768HLZ
1263990	5208HLZ
1264042	7322HLZ
1379567	6956HLZ
1263998	7012HLZ
1263945	1212HLZ
1263923	2399HLZ
1263883	1700HLZ
1263823	1395HLZ
1263919	2424HLZ
1263938	1916HLZ
1263933	9254HLY
1264014	0243HLZ
1264084	9893HLY
1481725	9316HLY
1263826	9063HLY
1264050	0276HLZ
1263892	8640HLY
1263661	6973HLY
1263664	7227HLY
1263569	4886HLY
1263626	5394HLY
1263709	5224HLY
1263925	5702HLY
1263623	2163HLY
1263618	3934HLY
1263509	1704HLY
1263522	2356HLY
1263562	4096HLY
1263898	1951HLY
1263500	0636HLY
1263518	0910HLY
1263524	0732HLY
1440872	9799HLX
1263512	0490HLY
1263487	0381HLY
1263478	7965HLX
1263462	6206HLX
1263474	6781HLX
1263464	6189HLX
1263394	4298HLX
1263397	4301HLX
1263433	3792HLX
1263652	3808HLX
1263547	3896HLX
1263387	2162HLX
1263384	3337HLX
1263426	2163HLX
1263380	3509HLX
1263435	3056HLX
1263382	3538HLX
1263470	2243HLX
1263472	2323HLX
1263282	9098HLW
1263947	9749HLW
1263316	9519HLW
1263466	6085HLW
1263267	5750HLW
1263343	7007HLW
1509962	6537HLW
1263227	6157HLW
1263331	6916HLW
1263200	5472HLW
1263222	2321HLW
1263259	3120HLW
1263207	3534HLW
1263098	8163HLV
1263178	7146HLV
1263029	9062HLT
1263024	1797HLV
1263031	9048HLT
1263012	9068HLT
1263014	9682HLT
1263181	9098HLT
1262978	3913HLT
1443229	4628HLT
1262945	4861HLT
1262934	3753HLT
1262981	3803HLT
1262983	3818HLT
1263018	8857HLT
1263195	9402HLS
1262930	0039HLT
1262973	1834HLT
1263233	1764HLT
1262874	9126HLS
1262932	9132HLS
1263225	9100HLS
1262870	6540HLS
1262928	6806HLS
1262872	7075HLS
1262844	6677HLS
1262816	5746HLS
1262999	6304HLS
1262939	7517HLS
1262876	3194HLS
1262878	3857HLS
1478775	3934HLS
1262807	2731HLS
1263264	0158HLS
1262742	0692HLS
1262762	9788HLR
1262766	0984HLS
1262764	1474HLS
1262760	0009HLS
1262756	9423HLR
1262749	9343HLR
1262702	5795HLR
1262863	7320HLR
1262758	7562HLR
1262856	5408HLR
1262712	7532HLR
1262867	5539HLR
1262683	6694HLR
1262597	7537HLP
1262602	7176HLP
1263929	9141HLP
1262599	7555HLP
1419059	9106HLP
1262575	8537HLP
1262643	8120HLP
1262676	7966HLP
1262595	7146HLP
1262501	4720HLP
1262509	3429HLP
1262590	3899HLP
1262584	3501HLP
1262486	0446HLP
1262456	5648HLN
1262434	6094HLN
1262454	6828HLN
1262545	6999HLN
1262450	5645HLN
1262344	2010HLN
1262384	3232HLN
1262458	2639HLN
1262488	4523HLN
1262443	3296HLN
1262381	3625HLN
1262884	2020HLN
1262284	8549HLM
1262314	8815HLM
1262507	0660HLN
1262304	1088HLN
1262302	9491HLM
1262337	8515HLM
1262549	8305HLM
1262311	6294HLM
1262213	5093HLM
1262232	5154HLM
1262218	2306HLM
1262215	3764HLM
1262273	2396HLM
1262346	2682HLM
1262222	2070HLM
1262158	8790HLL
1262160	9610HLL
1262335	1855HLM
1262408	8755HLL
1262122	9329HLL
1262109	4996HLL
1262331	4457HLL
1262155	6381HLL
1262152	7631HLL
1262096	4450HLL
1263885	1309HLL
1262010	1037HLL
1262029	0252HLL
1262008	1027HLL
1524514	0372HLL
1262031	0301HLL
1262099	2600HLL
1262106	0472HLL
1262005	0207HLL
1261956	9881HLK
1261949	9438HLK
1261879	6295HLK
1262021	7316HLK
1261958	9828HLK
1262111	6522HLK
1261857	3138HLK
1261952	2996HLK
1261960	5616HLK
1262328	4970HLK
1262651	3874HLK
1489528	3252HLK
1262547	2960HLK
1261809	3513HLJ
1261876	8992HLJ
1261859	1031HLK
1261815	2014HLJ
1261872	9199HLJ
1261768	8660HLH
1261697	2974HLH
1261813	4444HLH
1261757	6324HLH
1470210	7653HLH
1261736	7902HLG
1261674	6150HLG
1261774	7937HLG
1261632	6666HLG
1261694	6100HLG
1261889	6417HLG
1261681	1078HLH
1261663	2154HLH
1261763	2161HLH
1261627	7142HLG
1261691	3635HLG
1261625	1237HLG
1261636	5443HLG
1262405	3118HLG
1261630	6000HLG
1261616	0964HLG
1261579	0978HLG
1261581	5153HLF
1261501	5020HLF
1261553	5415HLF
1261556	4059HLF
1261499	6513HLF
1261489	4629HLF
1261549	7764HLF
1261503	6182HLF
1261521	7475HLF
1261518	3161HLF
1261449	0389HLF
1261429	9492HLD
1261441	8677HLD
1447470	9203HLD
1261332	5152HLD
1261362	4916HLD
1261386	8119HLD
1261380	5348HLD
1261364	4592HLD
1261384	1126HLD
1468565	1479HLD
1261324	3868HLD
1261302	0828HLD
1261312	9921HLC
1261236	5984HLC
1261272	6975HLC
1261267	5103HLC
1261151	1544HLC
1261328	3590HLC
1261234	1600HLC
1261100	1284HLC
1439486	2163HLC
1261447	3638HLC
1261062	7881HLB
1261375	7124HLB
1261153	9270HLB
1261014	5701HLB
1261004	4006HLB
1261059	4909HLB
1261064	3717HLB
1261069	3720HLB
1261115	3311HLB
1261081	4948HLB
1260961	1831HLB
1261054	0389HLB
1261022	9348HKZ
1260955	6608HKZ
1291498	2503HKZ
1260856	1382HKZ
1260876	2834HKZ
1260854	9190HKY
1260754	8769HKY
1260871	8532HKY
1260965	4548HKY
1260638	3138HKY
1260775	6175HKY
1260757	4798HKY
1260852	6189HKY
1260708	4071HKY
1260743	6237HKY
1260694	1927HKY
1260701	1184HKY
1260634	0172HKY
1260641	0764HKY
1260714	1922HKY
1260584	1347HKY
1441683	0999HKY
1260559	7771HKX
1260659	8073HKX
1260479	0938HKX
1260607	2283HKX
1260769	6257HKW
1260474	5863HKW
1260538	2739HKX
1260354	7391HKW
1260341	5921HKW
1470042	2200HKX
1260470	5779HKW
1260464	6451HKW
1260352	3610HKW
1260333	9212HKV
1260344	0558HKW
1260323	0162HKW
1260331	4389HKW
1260716	7688HKV
1260468	6466HKV
1260321	1766HKW
1260360	6674HKV
1260275	0629HKV
1260298	3424HKV
1260283	1537HKV
1260271	8950HKT
1260208	7501HKT
1260191	7121HKT
1260131	7192HKT
1260285	7397HKT
1260162	5122HKT
1260127	2458HKT
1260133	3756HKT
1260194	2903HKT
1260080	2855HKT
1260216	9300HKS
1259995	8452HKS
1260068	7171HKS
1260129	9186HKS
1260214	1084HKT
1260205	9892HKS
1260182	7398HKS
1390921	9204HKS
1259983	2787HKS
1260092	4358HKS
1260448	3398HKS
1259990	3750HKS
1259997	4297HKS
1260000	4575HKS
1259928	3507HKS
1259977	3581HKS
1260070	3945HKS
1260074	3927HKS
1260061	3261HKS
1260147	3619HKS
1260050	5038HKS
1260078	3964HKS
1260002	1811HKS
1260059	2526HKS
1259986	1127HKS
1259961	1809HKS
1371493	2709HKS
1259854	9166HKR
1259921	9210HKR
1259818	8714HKR
1259969	0431HKS
1259816	8700HKR
1259859	9179HKR
1259914	7108HKR
1259830	7028HKR
1259808	4515HKR
1259804	4459HKR
1259767	4799HKR
1259794	4719HKR
1260030	7470HKR
1259850	6138HKR
1259918	8287HKR
1259841	6191HKR
1259823	6045HKR
1259770	0198HKR
1259758	2390HKR
1524300	2851HKR
1259828	4328HKR
1388823	3529HKR
1259671	0696HKR
1259856	8488HKP
1259702	7166HKP
1259676	9687HKP
1259604	6083HKP
1259798	6252HKP
1259680	5921HKP
1259582	2964HKP
1259557	3239HKP
1259598	2397HKP
1259833	4669HKP
1259555	3079HKP
1259600	2362HKP
1259825	3617HKP
1386649	3834HKP
1259610	3312HKP
1259445	7432HKN
1259464	7683HKN
1259471	7989HKN
1259514	8177HKN
1259650	9561HKN
1259674	9585HKN
1259552	5536HKN
1259454	6412HKN
1259438	4124HKN
1259449	3584HKN
1259457	0801HKN
1259545	3358HKN
1514187	3326HKN
1259301	0562HKN
1259283	0437HKN
1259259	6837HKM
1259289	9599HKM
1259295	6694HKM
1259374	9519HKM
1259372	9528HKM
1259299	8691HKM
1259331	5340HKM
1259338	5345HKM
1259233	4564HKM
1259145	1651HKM
1259269	1696HKM
1259089	1868HKM
1259224	2416HKM
1259150	3688HKM
1259131	1657HKM
1259136	8466HKL
1259012	7908HKL
1259140	8542HKL
1259018	8398HKL
1259034	9082HKL
1259025	5558HKL
1259030	5731HKL
1259293	3941HKL
1258945	4160HKL
1259003	6393HKL
1259220	7573HKL
1259138	4848HKK
1258949	5303HKK
1258929	7904HKK
1258986	5177HKK
1259005	8320HKK
1258989	4036HKK
1519691	2877HKK
1258934	5379HKK
1258932	5811HKJ
1258941	4988HKJ
1258937	7056HKJ
1258876	0437HKK
1258893	0626HKJ
1258883	3307HKJ
1258886	1425HKJ
1259382	1306HKJ
1258826	8991HKH
1259304	5834HKH
1258834	5148HKH
1258670	3901HKH
1258721	3300HKH
1258748	2774HKH
1258724	0742HKH
1258757	2746HKH
1258662	9899HKG
1258607	7335HKG
1258572	8455HKG
1258829	8200HKG
1258560	7662HKG
1258601	8285HKG
1258523	3728HKG
1258548	3422HKG
1258581	4539HKG
1258599	7336HKG
1258591	4936HKG
1258550	5054HKG
1258587	7270HKG
1258589	3809HKG
1510270	3750HKG
1258491	4546HKG
1258546	1684HKG
1258544	2998HKG
1258762	3210HKG
1258585	1693HKG
1258441	0228HKG
1258542	2924HKG
1258455	2147HKG
1258443	9824HKF
1258346	8173HKF
1258399	7656HKF
1513848	7036HKF
1258451	5019HKF
1258309	3426HKF
1258343	3435HKF
1258250	9508HKD
1258198	1325HKF
1258182	8862HKD
1258171	1176HKF
1258135	8962HKD
1258237	7413HKD
1258137	6438HKD
1258139	6341HKD
1258053	4742HKD
1258127	4462HKD
1258133	7232HKD
1258242	3672HKD
1258177	7515HKD
1258110	5673HKD
1258113	7202HKD
1258117	7119HKD
1258121	2871HKD
1258008	1502HKD
1465473	2453HKD
1258015	0563HKD
1257939	0836HKD
1257896	0539HKD
1257872	0390HKD
1258012	9295HKC
1257863	9644HKC
1258195	9868HKC
1258405	0005HKD
1257800	6202HKC
1257930	5337HKC
1257857	4999HKC
1257882	7911HKC
1257824	3228HKC
1257744	9748HKB
1257659	9813HKB
1257746	2471HKC
1257753	2838HKC
1257731	1069HKC
1257738	7779HKB
1257634	8100HKB
1257625	6291HKB
1257750	8398HKB
1258246	6425HKB
1257628	8844HKB
1257562	1092HKB
1257544	1538HKB
1257653	8417HJZ
1257661	9486HJZ
1257571	2339HKB
1257586	7872HJZ
1257475	0704HJZ
1257581	4655HJZ
1257579	4843HJZ
1257485	0113HJZ
1428748	2231HJZ
1257558	0688HJZ
1257565	6724HJZ
1257551	6726HJZ
1257400	4053HJY
1257416	2235HJY
1257478	7650HJY
1478857	0980HJY
1257412	1034HJY
1257428	5188HJY
1257356	3951HJX
1257404	0152HJY
1257408	8232HJX
1257317	8085HJX
1257266	4939HJX
1257418	5395HJX
1257343	3872HJX
1257345	0083HJX
1257201	0493HJX
1257250	9397HJW
1257239	8763HJW
1257275	8414HJW
1257277	5873HJW
1257222	9009HJW
1257139	6333HJW
1257185	5342HJW
1418198	9098HJW
1257228	7168HJW
1257109	4521HJW
1257340	7187HJW
1257182	5990HJW
1257137	3650HJW
1257033	8942HJV
1257282	0524HJW
1257194	3580HJW
1257190	8672HJV
1257120	7281HJV
1257122	7074HJV
1257022	6905HJV
1257020	7066HJV
1430327	3643HJV
1257113	7240HJV
1257018	4529HJV
1257096	1227HJV
1256964	1508HJV
1256945	6408HJT
1256935	5097HJT
1256855	5678HJT
1256865	3611HJT
1256861	2148HJT
1256912	9618HJS
1256745	9057HJS
1257963	8958HJS
1256838	7773HJS
1256846	9220HJS
1256873	8354HJS
1256812	0346HJT
1256749	6086HJS
1256637	6320HJS
1256792	6744HJS
1256681	6558HJS
1256684	6669HJS
1256688	5282HJS
1256679	5045HJS
1256599	4508HJS
1256686	4059HJS
1256594	4777HJS
1256653	2297HJS
1256639	3734HJS
1256570	1114HJS
1256658	2386HJS
1289447	2776HNW
1256473	6906HJR
1256477	7966HJR
1256533	6893HJR
1256505	6883HJR
1256469	6840HJR
1256495	6639HJR
1256440	5601HJR
1256384	3463HJR
1256341	8801HJP
1256323	1519HJR
1256339	8752HJP
1256326	1184HJR
1256230	8738HJP
1256232	8744HJP
1256329	1346HJR
1256228	4884HJP
1256319	8563HJP
1256795	6918HJP
1256192	5591HJP
1256223	3018HJP
1256172	1083HJP
1256177	1066HJP
1256089	8302HJN
1256059	7882HJN
1256078	7867HJN
1256080	7873HJN
1255995	4664HJN
1255969	6330HJN
1256004	3742HJN
1256195	4621HJN
1255987	7759HJN
1256000	4804HJN
1256016	6023HJN
1256334	5424HJN
1255905	0629HJN
1256082	1917HJN
1255918	1417HJN
1256102	2552HJN
1256086	2459HJN
1255971	3471HJN
1255818	9738HJM
1255911	2805HJN
1255976	2091HJN
1255974	1262HJN
550244	3091HJM
1255811	8847HJL
1255885	8624HJM
1255826	4364HJL
1255797	5957HJL
1255783	6841HJL
1256156	8502HJL
1257197	4089HJL
1255730	3065HJL
1255824	7437HJL
1255671	3592HJL
1255801	8010HJK
1255780	0789HJL
1255582	7134HJK
1255633	6455HJK
1255641	6619HJK
1255630	0104HJL
1519634	0269HJL
1255648	7034HJK
1255710	9386HJK
1255619	5757HJK
1255594	2757HJK
1255621	3655HJK
1255803	4942HJK
1255596	3457HJK
1475902	5106HJK
1255664	4963HJK
1255501	1253HJK
1255624	8544HJJ
1255533	1054HJK
1255491	9245HJJ
1255587	9551HJJ
1255538	9736HJJ
1255523	1341HJK
1255449	8142HJJ
1255465	6695HJJ
1255529	4281HJJ
1255381	4282HJJ
1255409	2472HJJ
1255347	3393HJJ
1255437	2267HJJ
1256072	3313HJJ
1255431	1620HJJ
1255298	1432HJJ
1255544	2313HJJ
1255521	0540HJJ
1255290	9495HJH
1255592	8247HJH
1255200	5751HJH
1255235	4713HJH
1255228	1504HJH
1255183	0627HJH
1255103	0167HJH
1255173	1282HJH
1255081	0145HJH
1255046	8052HJG
1255041	7584HJG
1255249	8584HJG
1255169	9725HJG
1255065	7558HJG
1255175	8834HJG
1486250	0078HJH
1260632	4478HJG
1255062	6779HJG
1255301	5828HJG
1255286	4323HJG
1255039	3411HJG
1254934	1795HJG
1255035	1891HJG
1255106	3676HJG
1254982	8907HJF
1254997	0928HJG
1254980	0045HJG
1254931	8657HJF
1254860	8890HJF
1254978	9648HJF
1254985	9997HJF
1254856	8088HJF
1254771	5766HJF
1254787	4759HJF
1254727	2150HJF
1254941	2828HJF
1254773	2075HJF
1254789	1090HJF
1254776	1229HJF
1254784	1275HJF
1254687	9546HJD
1254608	9726HJD
1254737	0266HJF
1254734	8971HJD
1254762	0472HJF
1254540	6441HJD
1254681	6460HJD
1254670	7325HJD
1254679	7663HJD
1254536	4376HJD
1254580	5135HJD
1254448	3602HJD
1254532	4138HJD
1381446	3695HJD
1254405	0516HJD
1254513	2910HJD
1254527	0064HJD
1254457	9197HJC
1254324	7156HJC
1254377	7664HJC
1435358	8169HJC
1254508	9484HJC
1254385	7230HJC
1254792	7963HJC
1434832	9363HJC
1254243	9744HJB
1254251	8908HJB
1254391	4549HJC
1254387	4291HJC
1434711	1625HJC
1254368	6427HJC
1254230	2998HJB
1440195	2316HJB
1254218	7051HJB
1254215	2988HJB
1254176	8253HHZ
1254125	7688HHZ
1254188	8945HHZ
1254195	7943HHZ
1254036	3629HHZ
1254038	4478HHZ
1254181	6252HHZ
1254249	5985HHZ
1254033	3324HHZ
1254029	2543HHZ
1254031	1155HHZ
1253995	2730HHZ
1254022	0660HHZ
1253991	0829HHZ
1254115	9773HHY
1253870	6509HHY
1253955	6486HHY
1253872	5287HHY
1253867	5556HHY
1254007	5438HHY
1254002	5047HHY
1253997	2724HHY
1253804	3294HHY
1253767	2365HHY
1253860	3982HHY
1253732	0271HHY
1253676	8909HHX
1253826	9551HHX
1253680	8974HHX
1253752	8804HHX
1253633	6846HHX
1253729	7126HHX
1253736	6893HHX
1253670	8221HHX
1253668	7411HHX
1505837	8470HHX
1253576	4351HHX
1253588	5011HHX
1254014	5192HHX
1253651	4361HHX
1254462	3332HHX
1253582	3720HHX
1253592	3539HHX
1253525	3534HHX
1253653	2863HHX
1253517	3631HHX
1253505	4061HHX
1422335	0768HHX
1253352	9962HHW
1253509	1342HHX
1253242	7199HHW
1253355	8999HHW
1253439	8873HHW
1253325	9020HHW
1253366	7499HHW
1253252	7474HHW
1254875	7497HHW
1253259	4604HHW
1253364	6222HHW
1253362	4646HHW
1253229	4384HHW
1253196	4135HHW
1253237	4892HHW
1253340	6138HHW
1253235	5629HHW
1253135	2943HHW
1253094	2007HHW
1253244	3129HHW
1253045	1899HHW
1253138	1882HHW
1466017	3699HHW
1253249	3161HHW
1399011	3591HHW
1253149	0899HHW
1253025	9538HHV
1253016	9552HHV
1253143	0812HHW
1253291	0088HHW
1253012	9524HHV
1253159	7555HHV
1253028	7105HHV
1253051	7698HHV
1253147	7819HHV
1252915	7349HHV
1252870	3815HHV
1252884	2802HHV
1252881	2839HHV
1253022	2992HHV
1252875	2886HHV
1253041	2920HHV
1252889	2782HHV
1252794	2906HHV
1253014	3864HHV
1253043	5145HHV
1252951	6624HHV
1252815	3605HHV
1252865	3186HHV
1252861	5417HHV
1253127	4476HHV
1252775	0401HHV
1252983	9736HHT
1252658	8479HHT
1252899	9754HHT
1252791	8461HHT
1252710	9332HHT
1252963	8719HHT
1252981	9722HHT
1252784	8473HHT
1252679	8882HHT
1252789	8459HHT
1252965	8662HHT
1514544	8483HHT
1421570	8633HHT
1252669	5779HHT
1252648	5565HHT
1252803	7031HHT
1252850	5822HHT
1252715	5445HHT
1252807	6998HHT
1252700	7545HHT
1252589	5461HHT
1252625	7385HHT
1252667	8350HHT
1252896	7078HHT
1252651	6909HHT
1252904	7083HHT
1253419	6168HHT
1252603	5667HHT
1252767	5607HHT
1252585	5432HHT
1252690	6386HHT
1252581	5745HHT
1252592	5651HHT
1252712	6149HHT
1389194	8059HHT
1252978	8158HHT
1252677	8252HHT
1252685	6025HHT
1252597	5757HHT
1252675	7977HHT
1426804	7149HHT
1252664	0412HHT
1236861	6837HHS
1236836	9014HHS
1252655	9171HHR
1252810	3559HHS
1236712	4743HHR
1236824	3672HHR
1236717	1876HHR
1253153	1201HHR
1252681	5910HHR
1236714	7024HHP
1236586	6544HHP
1236728	6307HHP
1236669	7788HHP
1236725	6336HHP
1252854	9493HHP
1236524	4110HHP
1236676	4519HHP
1236589	4393HHP
1236528	4321HHP
1252771	5730HHP
1236512	1031HHP
1236463	0646HHP
1236522	3686HHP
1236581	0963HHP
1236470	9396HHN
1236451	0406HHP
1236565	1443HHP
1236453	9859HHN
1253631	0329HHP
1236519	1753HHP
1236516	0915HHP
1236563	0595HHP
1236460	8599HHN
1254451	5311HHN
1236457	5365HHN
1236468	4701HHN
1252934	6667HHN
1236465	4325HHN
1236327	9818HHM
1236433	9905HHM
1236440	9940HHM
1236300	0424HHN
1236591	3594HHN
1236275	5112HHM
1236455	6587HHM
1236346	5767HHM
1236251	6323HHM
1476640	7412HHM
1236207	6061HHM
1236284	4069HHM
1236199	2267HHM
1236157	2517HHM
1236308	2598HHM
1236348	2475HHM
1236167	1859HHM
1236086	8162HHL
1236165	8698HHL
1349458	1215HHM
1236039	3657HHL
1236032	5348HHL
1236051	4700HHL
1236048	4619HHL
1236057	3648HHL
1236063	2726HHL
1235951	1483HHL
1235955	2104HHL
1236532	0271HHL
1235974	3176HHL
1235953	8794HHK
1235904	9002HHK
1235969	8287HHK
1235813	5132HHK
1235808	5089HHK
1235889	5345HHK
1235846	5071HHK
1235736	2928HHK
1418504	1956HHK
1235726	0529HHK
1235976	0546HHK
1235702	1634HHK
1235762	0679HHK
1236180	0199HHK
1235719	9397HHJ
1235712	8946HHJ
1235619	8496HHJ
1235766	7605HHJ
1235695	8491HHJ
1235715	8945HHJ
1235699	9967HHJ
1235614	8493HHJ
1235840	7917HHJ
1235723	9376HHJ
1235708	9185HHJ
1235559	2406HHJ
1235479	2637HHJ
1235544	0785HHJ
1235448	9210HHH
1235481	2628HHJ
1235529	2482HHJ
1235526	9861HHH
1235296	9878HHG
1235270	0477HHH
1235356	2592HHG
1235395	6328HHG
1269712	6762HHG
1235328	6633HHG
1235352	2428HHG
1235250	7771HHF
1235185	9383HHF
1235188	0489HHG
1235265	1282HHG
1235285	0329HHG
1235289	0371HHG
1235338	0522HHG
1235280	0309HHG
1235344	0244HHG
1236140	0360HHG
1235163	6053HHF
1235110	6504HHF
1235166	4269HHF
1235155	6075HHF
1235170	6065HHF
1235014	3250HHF
1235151	6884HHF
1469003	7500HHF
1235145	6994HHF
1235061	2329HHF
1235073	2412HHF
1235103	2424HHF
1235071	2385HHF
1235100	2432HHF
1235059	9753HHD
1235000	9471HHD
1235098	2414HHF
1234990	6122HHD
1235477	5522HHD
1235009	7486HHD
1235021	8151HHD
1234804	4720HHD
1234860	6012HHD
1234883	5787HHD
1234722	1081HHD
1234890	3715HHD
1235224	3108HHD
1234880	2410HHD
1234791	0573HHD
1234730	1485HHD
1234887	3697HHD
1234809	9573HHC
1234725	7721HHC
1234711	0153HHD
1234798	0151HHD
1234604	5358HHC
1234706	6642HHC
1234656	3110HHC
1234874	2019HHC
1234659	3122HHC
1234738	1684HHC
1234570	0323HHC
1234661	2424HHC
1234418	6549HHB
1234588	8547HHB
1234584	8553HHB
1234701	6712HHB
1234572	6440HHB
1234562	8106HHB
1234463	8426HHB
1234396	3790HHB
1234441	4395HHB
1234468	5101HHB
1234400	3457HHB
1234465	3642HHB
1234330	3452HHB
1234617	4120HHB
1234437	4441HHB
1234619	4142HHB
1234455	5610HHB
1234410	4483HHB
1234311	0295HHB
1234404	1169HHB
1234307	0449HHB
1234192	7675HGZ
1234222	9038HGZ
1234236	6959HGZ
1234197	7619HGZ
1234158	6758HGZ
1234205	5847HGZ
1234333	4586HGZ
1234179	1900HGZ
1234070	2097HGZ
1234044	0644HGZ
1234175	0793HGZ
1234019	9435HGY
1234171	0020HGZ
1234081	7393HGY
1234327	7299HGY
1233996	5149HGY
1234000	5438HGY
1234078	7230HGY
1233998	5920HGY
1234072	4368HGY
1234076	7131HGY
1233979	1021HGY
1420051	3137HGY
1233918	0335HGY
1233833	1172HGY
1233850	1519HGY
1464083	8276HGX
1233702	7384HGX
1233840	7672HGX
1233835	7397HGX
1233987	7394HGX
1233838	7398HGX
1233945	7017HGX
1233853	8009HGX
1233691	6561HGX
1233636	6397HGX
1233688	1124HGX
1233926	7734HGW
1233620	6511HGW
1233629	0235HGX
1233669	9186HGW
1233568	7374HGW
1233678	1130HGX
1233698	6514HGW
1233696	8887HGW
1233674	3228HGW
1233564	8885HGV
1233598	3235HGW
1233615	8899HGV
1233562	8884HGV
1233472	3382HGV
1233556	6584HGV
1233414	3970HGV
1233664	7424HGV
1233502	4106HGV
1233465	4967HGV
1233479	2604HGV
1233393	8672HGT
1419048	2368HGV
1233476	1898HGV
1234460	6734HGT
1233334	4824HGT
1233342	4822HGT
1233530	7287HGT
1233398	5280HGT
1233344	3917HGT
1233340	4188HGT
1233251	1937HGT
1433709	4124HGT
1233241	0693HGT
1233238	0162HGT
1233208	9912HGS
1233177	9971HGS
1233494	4973HGS
1233120	4724HGS
1233118	6132HGS
1233185	6039HGS
1233105	4645HGS
1233181	6159HGS
1233158	6146HGS
1233126	5526HGS
1233050	0920HGS
1233025	2209HGS
1234058	1646HGS
1233041	9367HGR
1488571	0791HGS
1233044	9372HGR
1233036	9374HGR
1233131	2027HGS
1233098	1312HGS
1232982	0327HGS
1233129	2023HGS
1233271	2234HGS
1232956	6146HGR
1233019	6803HGR
1232913	7285HGR
1232859	6147HGR
1232894	3150HGR
1232888	3145HGR
1233028	5102HGR
1233249	5333HGR
1232873	4809HGR
1232881	4776HGR
1232833	4148HGR
1232866	4655HGR
1232793	0773HGR
1232728	9784HGP
1232808	0578HGR
1232875	2037HGR
1232844	2053HGR
1232746	0435HGR
1232717	6233HGP
1232801	8916HGP
1232885	8731HGP
1232660	6453HGP
1232780	8080HGP
1232704	6245HGP
1289047	4098HGP
1232579	1917HGP
1232544	0814HGP
1489431	2332HGP
1232564	0731HGP
1233001	2059HGP
1232571	7525HGN
1232567	9145HGN
1232520	7233HGN
1232577	9487HGN
1418981	7475HGN
1397892	7461HGN
1232517	7277HGN
1232508	5466HGN
1232431	3536HGN
1232435	3729HGN
1233191	3531HGN
1232418	2637HGN
1232339	0196HGN
1232362	0230HGN
1232446	0987HGN
1232539	2642HGN
1232366	0219HGN
1233453	2076HGN
1232449	2077HGN
1232278	0873HGN
1232249	8273HGM
1420057	0017HGN
1232168	4510HGM
1232207	5167HGM
1232171	4440HGM
1232213	4128HGM
1232210	5763HGM
1232101	8347HGL
1232185	0051HGM
1232104	9658HGK
1231995	6543HGK
1232044	5746HGK
1232253	7626HGK
1232047	9705HGK
1232053	5722HGK
1231983	3390HGK
1231940	1111HGK
1231969	0739HGK
1231947	3042HGK
1231916	0956HGK
1231981	0850HGK
1231988	0331HGK
1231964	8122HGJ
1231986	8985HGJ
1231844	6311HGJ
1231962	4715HGJ
1312958	3353HGJ
1231943	4832HGJ
1231921	5196HGJ
1231731	0825HGJ
1231787	8592HGH
1231761	8593HGH
1231791	8591HGH
1231895	1661HGJ
1231817	1048HGJ
1231712	5188HGH
1231709	5199HGH
1231783	7504HGH
1231819	6906HGH
1231738	7501HGH
1398403	6826HGH
1419178	5117HGH
1231701	4383HGH
1395311	4182HGH
1392474	4444HGH
1231605	9165HGG
1231596	9395HGG
1231491	9258HGG
1231566	9415HGG
1231716	9433HGG
1231640	9374HGG
1231573	0379HGH
1231575	0375HGH
1231584	8856HGG
1231626	0275HGH
1231587	8847HGG
1231424	6842HGG
1231463	6614HGG
1231460	6604HGG
1231592	8577HGG
1231493	7476HGG
1231590	8609HGG
1231401	5351HGG
1429815	3775HGG
1231632	5359HGG
1231387	5660HGG
1231392	2102HGG
1231324	0228HGG
1231329	0075HGG
1231336	0063HGG
1231220	0427HGG
1231389	2722HGG
1231333	0855HGG
1231498	1501HGG
1231340	8458HGF
1231228	8176HGF
1231343	8455HGF
1234492	8519HGF
1231196	6294HGF
1231201	6465HGF
1231124	4421HGF
1231174	6269HGF
1231189	6448HGF
1231111	6052HGF
1231338	4526HGF
1231121	4319HGF
1231155	6155HGF
1231106	5475HGF
1231147	6102HGF
1231000	3214HGF
1231135	3210HGF
1231141	2487HGF
1231127	2516HGF
1231030	1998HGF
1231059	2999HGF
1230992	2007HGF
1231053	0085HGF
1230963	9745HGD
1231002	9014HGD
1231063	7310HGD
1231057	8961HGD
1231018	8005HGD
1231065	7298HGD
1230929	5002HGD
1230967	5874HGD
1230953	5799HGD
1230900	6400HGD
1230894	5214HGD
1231023	6275HGD
1230775	2603HGD
