codigo	matricula	fecha_matriculacion	marca	modelo	tipo	variante	clasificacion_medioambiental	combustible	cilindrada	potencia	numero_plazas	fecha_inicio_prestacion_servicio	eurotaxi	regimen_especial_eurotaxi	fecha_ini_reg_esp_eur	fecha_fin_reg_esp_eur	fecha_informe	
1443376	3825JVJ	2016-12-02	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-12-07	FALSE	FALSE			2018-11-03	
1443318	5419JVH	2016-12-01	DACIA	LODGY	SD	JSDNV	ECO	GLP / GASOLINA	1598	75	5	2016-12-05	FALSE	FALSE			2018-11-03	
1443208	8657JVH	2016-12-01	DACIA	LODGY	SD	JSDNV	ECO	GLP / GASOLINA	1598	75	5	2016-12-02	FALSE	FALSE			2018-11-03	
1443405	9111JVH	2016-12-01	DACIA	LODGY	SD	JSDNV	ECO	GLP / GASOLINA	1598	75	5	2016-12-07	FALSE	FALSE			2018-11-03	
1443920	5152JVH	2016-12-01	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-12-14	FALSE	FALSE			2018-11-03	
1442997	8793JVF	2016-11-30	CITROEN	CITROEN C-ELYSEE eco-glv	FE-CO2	FE15	ECO	GLP / GASOLINA	1587	85	5	2016-12-01	FALSE	FALSE			2018-11-03	
1444732	0742JVH	2016-11-30	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	2016-12-22	FALSE	FALSE			2018-11-03	
1443205	5611JVG	2016-11-30	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-12-02	FALSE	FALSE			2018-11-03	
1443026	2308JVG	2016-11-30	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-12-01	FALSE	FALSE			2018-11-03	
1443009	5919JVF	2016-11-30	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-12-01	FALSE	FALSE			2018-11-03	
1443033	6561JVF	2016-11-30	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-12-01	FALSE	FALSE			2018-11-03	
1443065	4142JVD	2016-11-29	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	2016-12-01	FALSE	FALSE			2018-11-03	
1442905	3319JVF	2016-11-29	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	2016-11-30	FALSE	FALSE			2018-11-03	
1442888	0413JVF	2016-11-29	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	2016-11-30	FALSE	FALSE			2018-11-03	
1444611	3317JVF	2016-11-29	FORD	FORD TRANSIT CONNECT	PJ2	XWGA1C?X	C	DIESEL	1499	88.2	6	2016-12-21	TRUE	TRUE	2018-06-29	2023-07-11	2018-11-03	
1442936	4162JVD	2016-11-29	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-30	FALSE	FALSE			2018-11-03	
1443047	4216JVD	2016-11-29	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-12-01	FALSE	FALSE			2018-11-03	
1443014	9181JVD	2016-11-29	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-12-01	FALSE	FALSE			2018-11-03	
1442939	3013JVF	2016-11-29	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-30	FALSE	FALSE			2018-11-03	
1443040	4549JVD	2016-11-29	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-12-01	FALSE	FALSE			2018-11-03	
1442933	7142JVC	2016-11-28	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	2016-11-30	FALSE	FALSE			2018-11-03	
1443302	9173JVC	2016-11-28	CITROEN	CITROEN C-ELYSEE eco-glv	F	FECE	ECO	GLP / GASOLINA	1587	85	5	2016-12-05	FALSE	FALSE			2018-11-03	
1442927	8122JVC	2016-11-28	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	2016-11-30	FALSE	FALSE			2018-11-03	
1443029	1073JVD	2016-11-28	PEUGEOT	508	8	EAHX	C	DIESEL	1997	110	5	2016-12-01	FALSE	FALSE			2018-11-03	
1442910	7168JVC	2016-11-28	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-30	FALSE	FALSE			2018-11-03	
1442797	8279JVC	2016-11-28	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-29	FALSE	FALSE			2018-11-03	
1442924	3363JVD	2016-11-28	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-30	FALSE	FALSE			2018-11-03	
1442802	8315JVC	2016-11-28	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-29	FALSE	FALSE			2018-11-03	
1442929	9377JVC	2016-11-28	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-30	FALSE	FALSE			2018-11-03	
1442919	0853JVD	2016-11-28	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-30	FALSE	FALSE			2018-11-03	
1442649	6742JVC	2016-11-25	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-28	FALSE	FALSE			2018-11-03	
1442644	4956JVC	2016-11-25	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-11-28	FALSE	FALSE			2018-11-03	
1442808	3709JVC	2016-11-25	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-29	FALSE	FALSE			2018-11-03	
1442915	6373JVC	2016-11-25	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-30	FALSE	FALSE			2018-11-03	
1443335	6873JVB	2016-11-24	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	2016-12-05	FALSE	FALSE			2018-11-03	
1442568	6503JVB	2016-11-24	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-25	FALSE	FALSE			2018-11-03	
1443200	6514JVB	2016-11-24	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-12-02	FALSE	FALSE			2018-11-03	
1443234	6865JVB	2016-11-24	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-12-02	FALSE	FALSE			2018-11-03	
1442642	3029JVB	2016-11-24	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-28	FALSE	FALSE			2018-11-03	
1442573	9931JTZ	2016-11-23	CITROEN	CITROEN C-ELYSEE eco-glv	FE-CO2	FE15	ECO	GLP / GASOLINA	1587	85	5	2016-11-25	FALSE	FALSE			2018-11-03	
1442455	8952JTZ	2016-11-23	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442460	7266JTZ	2016-11-23	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442412	1087JTZ	2016-11-22	CITROEN	C4 PICASSO	3	3DBHZ*	C	DIESEL	1560	88	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442457	1658JTZ	2016-11-22	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442500	5060JTZ	2016-11-22	PEUGEOT	508	8	EBHZ	C	DIESEL	1560	88	5	2016-11-25	FALSE	FALSE			2018-11-03	
1442380	2932JTZ	2016-11-22	PEUGEOT	508	8	DBHZ	C	DIESEL	1560	88	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442119	0502JTY	2016-11-22	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	2016-11-22	FALSE	FALSE			2018-11-03	
1442367	5637JTZ	2016-11-22	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442419	3305JTZ	2016-11-22	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442450	1529JTZ	2016-11-22	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442452	3424JTZ	2016-11-22	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442369	5763JTZ	2016-11-22	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442494	5314JTZ	2016-11-22	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-25	FALSE	FALSE			2018-11-03	
1442430	3343JTZ	2016-11-22	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442414	1446JTZ	2016-11-22	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442556	4099JTZ	2016-11-22	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-25	FALSE	FALSE			2018-11-03	
1442470	9202JTY	2016-11-21	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	2016-11-25	FALSE	FALSE			2018-11-03	
1442560	8986JTY	2016-11-21	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	2016-11-25	FALSE	FALSE			2018-11-03	
1442405	8792JTY	2016-11-21	PEUGEOT	508	8	EBHZ	C	DIESEL	1560	88	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442111	8016JTY	2016-11-21	SEAT	ALHAMBRA	7N	DFLAX0AC	C	DIESEL	1968	110	5	2016-11-22	FALSE	FALSE			2018-11-03	
1442121	9901JTY	2016-11-21	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-11-22	FALSE	FALSE			2018-11-03	
1442267	8079JTY	2016-11-21	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-23	FALSE	FALSE			2018-11-03	
1442446	8012JTY	2016-11-21	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442804	8084JTY	2016-11-21	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-29	FALSE	FALSE			2018-11-03	
1442441	8076JTY	2016-11-21	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442400	9256JTY	2016-11-21	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-24	FALSE	FALSE			2018-11-03	
1442128	0617JTY	2016-11-18	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	2016-11-22	FALSE	FALSE			2018-11-03	
1442135	0729JTY	2016-11-18	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	2016-11-22	FALSE	FALSE			2018-11-03	
1442010	4642JTX	2016-11-17	CITROEN	CITROEN C-ELYSEE eco-glv	FECO2/1	FE15C	ECO	GLP / GASOLINA	1587	85	5	2016-11-21	FALSE	FALSE			2018-11-03	
1441836	7604JTX	2016-11-17	MERCEDES-BENZ	E 200 BLUETEC	212	J00XP0	C	DIESEL	2143	100	5	2016-11-18	FALSE	FALSE			2018-11-03	
1444006	4800JTX	2016-11-17	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-12-15	FALSE	FALSE			2018-11-03	
1441930	8709JTX	2016-11-17	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-11-21	FALSE	FALSE			2018-11-03	
1442755	8653JTX	2016-11-17	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-29	FALSE	FALSE			2018-11-03	
1441842	4032JTX	2016-11-17	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-18	FALSE	FALSE			2018-11-03	
1442638	4704JTX	2016-11-17	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-28	FALSE	FALSE			2018-11-03	
1442762	5991JTX	2016-11-17	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-29	FALSE	FALSE			2018-11-03	
1441707	9924JTW	2016-11-16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-17	FALSE	FALSE			2018-11-03	
1441936	1486JTX	2016-11-16	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-21	FALSE	FALSE			2018-11-03	
1441691	8689JTW	2016-11-16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-17	FALSE	FALSE			2018-11-03	
1441791	9199JTW	2016-11-16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-18	FALSE	FALSE			2018-11-03	
1441722	2447JTX	2016-11-16	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-18	FALSE	FALSE			2018-11-03	
1441572	5293JTW	2016-11-15	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	2016-11-16	FALSE	FALSE			2018-11-03	
1441623	6980JTW	2016-11-15	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-11-17	FALSE	FALSE			2018-11-03	
1441954	5962JTW	2016-11-15	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-11-21	FALSE	FALSE			2018-11-03	
1441575	4040JTW	2016-11-15	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-16	FALSE	FALSE			2018-11-03	
1441845	5961JTW	2016-11-15	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-18	FALSE	FALSE			2018-11-03	
1441977	5790JTW	2016-11-15	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-21	FALSE	FALSE			2018-11-03	
1441616	5970JTW	2016-11-15	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-17	FALSE	FALSE			2018-11-03	
1441620	5762JTW	2016-11-15	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-17	FALSE	FALSE			2018-11-03	
1441578	8195JTW	2016-11-15	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-16	FALSE	FALSE			2018-11-03	
1441387	9339JTV	2016-11-14	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	2016-11-15	FALSE	FALSE			2018-11-03	
1441704	0026JTW	2016-11-14	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	2016-11-17	FALSE	FALSE			2018-11-03	
1441361	3423JTW	2016-11-14	PEUGEOT	508	8	DBHZ	C	DIESEL	1560	88	5	2016-11-15	FALSE	FALSE			2018-11-03	
1441699	2874JTW	2016-11-14	PEUGEOT	508	8	DBHZ	C	DIESEL	1560	88	5	2016-11-17	FALSE	FALSE			2018-11-03	
1441366	9353JTV	2016-11-14	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-15	FALSE	FALSE			2018-11-03	
1442897	9324JTV	2016-11-14	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-30	FALSE	FALSE			2018-11-03	
1441435	2935JTW	2016-11-14	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-16	FALSE	FALSE			2018-11-03	
1441697	2492HNN	2016-11-14	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-17	FALSE	FALSE			2018-11-03	
1441403	9399JTV	2016-11-14	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-15	FALSE	FALSE			2018-11-03	
1441411	9805JTV	2016-11-14	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-15	FALSE	FALSE			2018-11-03	
1441432	4601JTV	2016-11-11	FIAT	FIAT TIPO	356	SXC1B	C	DIESEL	1598	88	5	2016-11-16	FALSE	FALSE			2018-11-03	
1441323	7611JTV	2016-11-11	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-15	FALSE	FALSE			2018-11-03	
1441327	6032JTV	2016-11-11	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-15	FALSE	FALSE			2018-11-03	
1469384	6234JTV	2016-11-11	TOYOTA	PRIUS	XW3(A)	ZVW30(H)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2017-04-04	FALSE	FALSE			2018-11-03	
1441407	4418JTV	2016-11-11	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-15	FALSE	FALSE			2018-11-03	
1441084	1588JTV	2016-11-10	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-11	FALSE	FALSE			2018-11-03	
1441632	1763JTV	2016-11-10	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-17	FALSE	FALSE			2018-11-03	
1441151	3679JTV	2016-11-10	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-11	FALSE	FALSE			2018-11-03	
1441135	3624JTV	2016-11-10	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-11	FALSE	FALSE			2018-11-03	
1441107	5238JTT	2016-11-08	CITROEN	CITROEN C-ELYSEE eco-glv	FE-CO2	FE15	ECO	GLP / GASOLINA	1587	85	5	2016-11-11	FALSE	FALSE			2018-11-03	
1441013	4989JTT	2016-11-08	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-11-10	FALSE	FALSE			2018-11-03	
1441626	4004JTT	2016-11-08	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-17	FALSE	FALSE			2018-11-03	
1441147	0699JTT	2016-11-08	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-11	FALSE	FALSE			2018-11-03	
1441039	3783JTT	2016-11-08	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-10	FALSE	FALSE			2018-11-03	
1441331	3997JTT	2016-11-08	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-15	FALSE	FALSE			2018-11-03	
1441370	4445JTT	2016-11-08	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-15	FALSE	FALSE			2018-11-03	
1441022	1197JTT	2016-11-08	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-10	FALSE	FALSE			2018-11-03	
1441375	4138JTT	2016-11-08	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-15	FALSE	FALSE			2018-11-03	
1441028	8353JTS	2016-11-07	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	2016-11-10	FALSE	FALSE			2018-11-03	
1441019	7169JTS	2016-11-07	PEUGEOT	508	8	EAHX	C	DIESEL	1997	110	5	2016-11-10	FALSE	FALSE			2018-11-03	
1440960	7223JTS	2016-11-07	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	2016-11-10	FALSE	FALSE			2018-11-03	
1441032	8729JTS	2016-11-07	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-10	FALSE	FALSE			2018-11-03	
1441086	8207JTS	2016-11-07	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-11	FALSE	FALSE			2018-11-03	
1440987	9686JTS	2016-11-07	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-10	FALSE	FALSE			2018-11-03	
1441043	9976JTS	2016-11-07	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-10	FALSE	FALSE			2018-11-03	
1441047	8187JTS	2016-11-07	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-10	FALSE	FALSE			2018-11-03	
1441035	9826JTS	2016-11-07	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-10	FALSE	FALSE			2018-11-03	
1441145	9866JTS	2016-11-07	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-11	FALSE	FALSE			2018-11-03	
1440958	2359JTS	2016-11-04	PEUGEOT	5008	0	0ABHZ*	C	DIESEL	1560	88	5	2016-11-10	FALSE	FALSE			2018-11-03	
1440777	3490JTS	2016-11-04	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-07	FALSE	FALSE			2018-11-03	
1480972	4380JTS	2016-11-04	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2017-09-18	FALSE	FALSE			2018-11-03	
1440956	1972JTS	2016-11-04	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-10	FALSE	FALSE			2018-11-03	
1440722	6841JTR	2016-11-03	MERCEDES-BENZ	E 200 BLUETEC	212	J00XP0	C	DIESEL	2143	100	5	2016-11-04	FALSE	FALSE			2018-11-03	
1441131	1096JTS	2016-11-03	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-11	FALSE	FALSE			2018-11-03	
1440699	7150JTR	2016-11-03	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-04	FALSE	FALSE			2018-11-03	
1440703	7205JTR	2016-11-03	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-04	FALSE	FALSE			2018-11-03	
1440726	7810JTR	2016-11-03	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-04	FALSE	FALSE			2018-11-03	
1441037	5393JTR	2016-11-02	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-10	FALSE	FALSE			2018-11-03	
1440589	5422JTR	2016-11-02	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-03	FALSE	FALSE			2018-11-03	
1440683	6172JTR	2016-11-02	VOLKSWAGEN	CADDY	2K	AFDFSDX0	C	DIESEL	1968	75	5 + 1 PMR	2016-11-04	TRUE	TRUE	2015-04-07	2021-04-07	2018-11-03	
1441422	6664JTP	2016-10-31	VOLKSWAGEN	CADDY	2K	AFCAYDX01/FM5********S*0J2***LN1	B	DIESEL	1598	75	5	2016-11-15	TRUE	TRUE	2015-09-03	2021-04-07	2018-11-03	
1441128	6411JTP	2016-10-31	VOLKSWAGEN	CADDY	2K	AFCAYDX01	B	DIESEL	1598	75	5	2016-11-11	TRUE	TRUE	2016-05-11	2021-04-07	2018-11-03	
1440583	3680JTN	2016-10-28	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	2016-11-03	FALSE	FALSE			2018-11-03	
1440319	5334JTN	2016-10-28	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-10-31	FALSE	FALSE			2018-11-03	
1440573	8343JTM	2016-10-28	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-11-03	FALSE	FALSE			2018-11-03	
1440355	1506JTN	2016-10-28	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-10-31	FALSE	FALSE			2018-11-03	
1440593	7458JTM	2016-10-28	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-03	FALSE	FALSE			2018-11-03	
1440688	4511JTN	2016-10-28	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-04	FALSE	FALSE			2018-11-03	
1440345	7299JTN	2016-10-28	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-10-31	FALSE	FALSE			2018-11-03	
1440192	9357JTL	2016-10-27	DACIA	LODGY	SD	JSDE9	C	DIESEL	1598	80	5	2016-10-28	FALSE	FALSE			2018-11-03	
1440415	3745JTM	2016-10-27	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-02	FALSE	FALSE			2018-11-03	
1440382	8809JTL	2016-10-27	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-02	FALSE	FALSE			2018-11-03	
1440335	5423JTM	2016-10-27	SKODA	SKODA RAPID	NH	AACXMA	C	DIESEL	1598	85	5	2016-10-31	FALSE	FALSE			2018-11-03	
1440569	2225JTM	2016-10-27	TOYOTA	PRIUS PLUS	XW3(a)	ZVW40(W)	ECO	GASOLINA-ELECTRICIDAD	1798	73	5	2016-11-03	FALSE	FALSE			2018-11-03	
1440017	6525JTL	2016-10-26	CITROEN	CITROEN C-ELYSEE	D	DDBHY	C	DIESEL	1560	73	5	2016-10-27	FALSE	FALSE			2018-11-03	
1440120	5068JTL	2016-10-26	MERCEDES-BENZ	E200 NATURAL GAS	212G	J035P0	ECO	GASOLINA - GAS NATURAL	1991	115	5	2016-10-28	FALSE	FALSE			2018-11-03	
1440208	6976JTL	2016-10-26	PEUGEOT	508	8	DBHZ	C	DIESEL	1560	88	5	2016-10-28	FALSE	FALSE			2018-11-03	
1440694	2634JTL	2016-10-26	SEAT	TOLEDO	NH	AACXMA	C	DIESEL	1598	85	5	2016-11-04	FALSE	FALSE			2018-11-03	
1440020	4643JTL	2016-10-26	SEAT	LEON ST	5F	FCRLDX0V	C	DIESEL	1968	81	5	2016-10-27	FALSE	FALSE			2018-11-03	
